chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif
chr5,30371943,30372238,Nanog_256_peak_10556,186,.,11.72778,22.68045,18.61862,62,True
chr5,30535373,30535565,Nanog_256_peak_10558,221,.,12.57726,26.3169799999999,22.10114,71,False
chr5,30547184,30547509,Nanog_256_peak_10559,323,.,11.47036,37.00295,32.38035,76,False
chr5,30549186,30549464,Nanog_256_peak_10560,492,.,14.92968,54.4188,49.28675,108,True
chr5,30715449,30715714,Nanog_256_peak_10561,211,.,11.64755,25.35004,21.17446,82,True
chr5,30843037,30843406,Nanog_256_peak_10562,304,.,14.6672799999999,34.94788,30.40105,101,False
chr5,30925697,30925913,Nanog_256_peak_10564,232,.,10.47767,27.47509,23.21395,42,True
chr5,31506915,31507050,Nanog_256_peak_10572,193,.,12.1690899999999,23.42473,19.33199,58,True
chr5,32092966,32093153,Nanog_256_peak_10578,162,.,11.11069,20.2031299999999,16.2605799999999,101,False
chr5,32651093,32651198,Nanog_256_peak_10585,149,.,10.90135,18.79206,14.91865,77,False
chr5,33255372,33255632,Nanog_256_peak_10593,314,.,16.1438,36.08343,31.49574,157,False
chr5,33611600,33611822,Nanog_256_peak_10599,248,.,11.37168,29.14885,24.81883,142,True
chr5,33613834,33614113,Nanog_256_peak_10600,196,.,10.0421199999999,23.73528,19.6268399999999,53,True
chr5,33965060,33965253,Nanog_256_peak_10602,260,.,14.65899,30.40769,26.02659,50,False
chr5,34964781,34964940,Nanog_256_peak_10610,186,.,12.30748,22.72649,18.6628799999999,110,False
chr5,35040699,35040953,Nanog_256_peak_10615,168,.,10.64229,20.87204,16.89764,151,True
chr5,35266717,35266936,Nanog_256_peak_10618,342,.,15.37744,38.96976,34.27747,161,True
chr5,35293643,35293764,Nanog_256_peak_10620,207,.,13.02696,24.8986,20.74384,42,True
chr5,35333041,35333388,Nanog_256_peak_10622,202,.,12.08193,24.3459799999999,20.21352,140,True
chr5,36512024,36512491,Nanog_256_peak_10638,499,.,12.05501,55.08385,49.93408,236,False
chr5,36691214,36691383,Nanog_256_peak_10642,242,.,13.21848,28.59369,24.28732,117,True
chr5,36768545,36768729,Nanog_256_peak_10643,366,.,16.40302,41.46672,36.6948299999999,76,False
chr5,36948771,36948988,Nanog_256_peak_10646,147,.,10.80743,18.61029,14.74672,159,False
chr5,37307275,37307523,Nanog_256_peak_10651,253,.,14.23189,29.68515,25.33365,141,True
chr5,37560162,37560247,Nanog_256_peak_10654,133,.,10.00303,17.12062,13.33474,28,False
chr5,37820682,37820969,Nanog_256_peak_10656,172,.,10.88865,21.2808299999999,17.2855,218,False
chr5,37827882,37828149,Nanog_256_peak_10657,214,.,12.8522,25.63701,21.44902,63,False
chr5,38122149,38122329,Nanog_256_peak_10662,269,.,15.55212,31.37824,26.96173,89,True
chr5,38372475,38372683,Nanog_256_peak_10667,175,.,11.91025,21.61103,17.59996,135,False
chr5,39330722,39330940,Nanog_256_peak_10677,282,.,14.51818,32.6845099999999,28.22104,140,True
chr5,41062846,41063065,Nanog_256_peak_10689,151,.,10.4117199999999,19.01379,15.12957,137,False
chr5,41346986,41347174,Nanog_256_peak_10691,917,.,35.6684,97.74525,91.76348,57,False
chr5,41510208,41510414,Nanog_256_peak_10692,254,.,13.58152,29.82515,25.46893,80,True
chr5,43457767,43457888,Nanog_256_peak_10702,160,.,10.39371,19.94629,16.01602,64,False
chr5,44547576,44547738,Nanog_256_peak_10720,134,.,10.22002,17.25714,13.4642799999999,44,False
chr5,44780234,44780382,Nanog_256_peak_10724,135,.,10.11053,17.31365,13.51799,33,False
chr5,44994268,44994477,Nanog_256_peak_10726,291,.,14.28831,33.62502,29.12635,75,False
chr5,45815334,45815677,Nanog_256_peak_10736,385,.,17.97545,43.4082,38.57692,189,False
chr5,46694328,46694472,Nanog_256_peak_10745,179,.,12.13669,22.02202,17.99138,60,False
chr5,46815715,46815886,Nanog_256_peak_10747,137,.,10.24821,17.56332,13.75465,70,True
chr5,48920746,48921247,Nanog_256_peak_10754,187,.,11.17314,22.83221,18.7641299999999,183,False
chr5,49081111,49081279,Nanog_256_peak_10756,243,.,14.2993399999999,28.6506099999999,24.34129,71,False
chr5,49546543,49546666,Nanog_256_peak_10760,318,.,16.7533399999999,36.45469,31.85306,47,False
chr5,50971951,50972076,Nanog_256_peak_10775,155,.,11.10033,19.43554,15.53141,62,False
chr5,51624211,51624406,Nanog_256_peak_10784,304,.,11.11304,34.94791,30.40108,99,False
chr5,51833927,51834288,Nanog_256_peak_10785,158,.,10.28548,19.76703,15.84661,67,False
chr5,51998611,51998761,Nanog_256_peak_10787,265,.,14.59544,30.90405,26.5043,91,False
chr5,52112992,52113169,Nanog_256_peak_10789,140,.,10.41845,17.87617,14.05132,79,False
chr5,52844588,52844874,Nanog_256_peak_10797,346,.,15.61931,39.38854,34.68196,132,False
chr5,55600040,55600515,Nanog_256_peak_10811,290,.,13.85411,33.55462,29.05869,194,False
chr5,56745826,56746064,Nanog_256_peak_10829,141,.,10.47646,17.98388,14.15346,151,False
chr5,58007748,58008085,Nanog_256_peak_10844,252,.,13.82918,29.61679,25.26732,166,True
chr5,58551609,58551749,Nanog_256_peak_10851,207,.,10.35789,24.8823799999999,20.7285,48,False
chr5,58898743,58899054,Nanog_256_peak_10854,464,.,19.07426,51.45329,46.4056,188,False
chr5,59139597,59139697,Nanog_256_peak_10857,145,.,10.32063,18.42302,14.56887,60,True
chr5,59668581,59668736,Nanog_256_peak_10862,156,.,10.15855,19.55692,15.64641,125,True
chr5,59909760,59910017,Nanog_256_peak_10867,270,.,14.53677,31.42788,27.0088,88,True
chr5,60449240,60449443,Nanog_256_peak_10870,419,.,18.71695,46.92366,41.99626,125,True
chr5,61475738,61475983,Nanog_256_peak_10879,374,.,17.31381,42.28697,37.49023,135,True
chr5,61598365,61598736,Nanog_256_peak_10884,286,.,12.82484,33.08267,28.60412,251,True
chr5,61611193,61611471,Nanog_256_peak_10887,271,.,10.99558,31.55283,27.12959,115,True
chr5,61634777,61635007,Nanog_256_peak_10889,134,.,10.22002,17.25714,13.4642799999999,60,False
chr5,61941519,61941617,Nanog_256_peak_10893,155,.,10.9337,19.48436,15.57726,27,False
chr5,62285527,62285748,Nanog_256_peak_10896,176,.,10.11674,21.61288,17.6016799999999,154,True
chr5,62801242,62801432,Nanog_256_peak_10900,255,.,13.66315,29.96211,25.59974,65,True
chr5,62802275,62802456,Nanog_256_peak_10901,187,.,11.1953,22.86912,18.79877,63,True
chr5,62898176,62898360,Nanog_256_peak_10905,238,.,13.6436299999999,28.10315,23.81651,89,True
chr5,63510691,63510898,Nanog_256_peak_10912,257,.,10.58673,30.11174,25.74338,74,False
chr5,63518770,63519124,Nanog_256_peak_10913,323,.,10.1119399999999,36.96675,32.34565,194,False
chr5,63643531,63643664,Nanog_256_peak_10914,287,.,15.6007799999999,33.2228799999999,28.7406099999999,85,False
chr5,65971557,65971737,Nanog_256_peak_10930,165,.,11.30749,20.54421,16.58522,88,False
chr5,66400959,66401224,Nanog_256_peak_10933,258,.,12.70889,30.2589799999999,25.88406,168,False
chr5,67859719,67859840,Nanog_256_peak_10947,323,.,17.02722,36.92183,32.3022799999999,69,True
chr5,68669584,68669805,Nanog_256_peak_10956,192,.,12.63816,23.32086,19.23328,120,False
chr5,70509332,70509426,Nanog_256_peak_10976,140,.,10.22068,17.85386,14.03036,57,False
chr5,71479939,71480124,Nanog_256_peak_10994,326,.,14.41044,37.27724,32.6455,82,False
chr5,71480937,71481048,Nanog_256_peak_10995,313,.,13.6615,35.94172,31.3589099999999,47,False
chr5,72284599,72284803,Nanog_256_peak_11004,574,.,21.30378,62.82631,57.4953,109,True
chr6,445612,445778,Nanog_256_peak_11015,298,.,16.62161,34.37966,29.8542,64,True
chr6,1471943,1472227,Nanog_256_peak_11022,147,.,10.65654,18.62494,14.7599799999999,90,False
chr6,1590970,1591115,Nanog_256_peak_11023,155,.,11.26425,19.4413,15.53651,56,True
chr6,1828206,1828464,Nanog_256_peak_11026,270,.,14.92626,31.4626599999999,27.0429599999999,174,False
chr6,3406040,3406377,Nanog_256_peak_11041,161,.,10.75916,20.06237,16.12605,269,False
chr6,3599424,3599629,Nanog_256_peak_11042,164,.,10.64001,20.35483,16.4034899999999,158,False
chr6,3850311,3850470,Nanog_256_peak_11053,319,.,18.08174,36.53139,31.92618,67,True
chr6,4539002,4539274,Nanog_256_peak_11060,154,.,10.3337,19.35254,15.45214,94,True
chr6,5228601,5228785,Nanog_256_peak_11071,168,.,11.65621,20.78585,16.81501,127,False
chr6,7251707,7251986,Nanog_256_peak_11088,196,.,11.05395,23.7643299999999,19.65436,131,False
chr6,7732770,7732976,Nanog_256_peak_11092,257,.,13.74575,30.1007,25.7328,97,True
chr6,7944199,7944297,Nanog_256_peak_11103,210,.,12.62228,25.25023,21.07796,76,False
chr6,8248846,8248965,Nanog_256_peak_11107,159,.,10.92062,19.87657,15.95021,73,False
chr6,8974996,8975245,Nanog_256_peak_11111,149,.,10.29183,18.81257,14.93842,166,False
chr6,9049125,9049444,Nanog_256_peak_11112,187,.,11.1953,22.86912,18.79877,51,True
chr6,9060062,9060282,Nanog_256_peak_11113,208,.,11.43775,24.99553,20.83642,168,True
chr6,9389671,9389874,Nanog_256_peak_11118,140,.,10.24687,17.8996,14.0734299999999,99,False
chr6,10780767,10780887,Nanog_256_peak_11128,181,.,12.4078,22.22169,18.18192,60,False
chr6,10802306,10802692,Nanog_256_peak_11129,361,.,14.46411,40.92877,36.17304,144,True
chr6,10911650,10911904,Nanog_256_peak_11136,362,.,15.72676,41.02577,36.26574,59,True
chr6,12329150,12329312,Nanog_256_peak_11147,188,.,11.21754,22.90617,18.8347,103,False
chr6,12921069,12921366,Nanog_256_peak_11153,265,.,13.13016,30.9850599999999,26.5831099999999,184,False
chr6,12927423,12927756,Nanog_256_peak_11154,285,.,14.30296,32.9817599999999,28.5074099999999,224,True
chr6,13352909,13353321,Nanog_256_peak_11159,192,.,10.1438899999999,23.34519,19.25573,174,True
chr6,14016823,14017182,Nanog_256_peak_11165,140,.,10.41845,17.87617,14.05132,59,False
chr6,14022173,14022389,Nanog_256_peak_11166,174,.,12.02027,21.46907,17.46502,69,False
chr6,14493890,14494267,Nanog_256_peak_11170,472,.,19.59241,52.34982,47.27757,282,True
chr6,15746217,15746501,Nanog_256_peak_11178,166,.,11.1151,20.66167,16.69715,119,True
chr6,15986226,15986471,Nanog_256_peak_11179,167,.,10.55545,20.72803,16.76095,148,False
chr6,16467565,16467684,Nanog_256_peak_11185,307,.,16.43956,35.27869,30.71892,60,True
chr6,16723798,16724061,Nanog_256_peak_11189,321,.,16.12931,36.73534,32.12231,85,True
chr6,17622249,17622433,Nanog_256_peak_11190,173,.,11.24567,21.36516,17.36617,80,False
chr6,17837726,17837990,Nanog_256_peak_11194,402,.,17.6546299999999,45.1098,40.22614,152,False
chr6,18176062,18176182,Nanog_256_peak_11196,239,.,14.0599899999999,28.2395599999999,23.94697,59,True
chr6,19015118,19015458,Nanog_256_peak_11204,235,.,12.73287,27.7793,23.50669,179,True
chr6,20028749,20028860,Nanog_256_peak_11208,238,.,14.28315,28.09135,23.80516,56,False
chr6,22026629,22027010,Nanog_256_peak_11213,216,.,11.56962,25.81394,21.61794,165,False
chr6,23675116,23675227,Nanog_256_peak_11226,149,.,10.77138,18.832,14.95659,63,False
chr6,24697909,24698207,Nanog_256_peak_11234,197,.,12.43225,23.87251,19.75759,186,True
chr6,24765630,24765848,Nanog_256_peak_11236,167,.,10.57703,20.76381,16.79404,153,False
chr6,24815194,24815474,Nanog_256_peak_11238,540,.,14.44459,59.2820199999999,54.0293099999999,69,False
chr6,25584658,25584816,Nanog_256_peak_11247,158,.,11.1057899999999,19.78872,15.86664,75,True
chr6,26701383,26701712,Nanog_256_peak_11255,371,.,15.80292,41.89297,37.10612,212,False
chr6,26863458,26863753,Nanog_256_peak_11256,219,.,11.4019,26.1277799999999,21.92021,168,False
chr6,26979017,26979344,Nanog_256_peak_11258,342,.,14.55855,38.95475,34.26308,181,True
chr6,27090699,27090836,Nanog_256_peak_11260,188,.,12.40486,22.90031,18.82904,91,True
chr6,27571699,27571967,Nanog_256_peak_11265,204,.,12.21263,24.56423,20.42299,164,True
chr6,27742544,27742704,Nanog_256_peak_11267,175,.,11.91025,21.61103,17.59996,86,True
chr6,27945923,27946076,Nanog_256_peak_11270,220,.,13.79082,26.2543,22.04131,55,True
chr6,27985737,27986081,Nanog_256_peak_11271,153,.,10.26604,19.24016,15.34459,180,False
chr6,28815005,28815243,Nanog_256_peak_11280,212,.,12.7362,25.4416899999999,21.26228,95,False
chr6,29238495,29238695,Nanog_256_peak_11284,151,.,10.15522,19.05633,15.1693799999999,156,False
chr6,29403954,29404170,Nanog_256_peak_11286,210,.,12.90433,25.1897,21.02122,134,False
chr6,31232975,31233177,Nanog_256_peak_11306,343,.,15.8452,39.05912,34.36412,102,False
chr6,31256113,31256229,Nanog_256_peak_11308,187,.,12.33977,22.78402,18.71789,51,True
chr6,31664735,31664889,Nanog_256_peak_11312,222,.,13.9019799999999,26.45597,22.23451,49,True
chr6,31733087,31733373,Nanog_256_peak_11313,1027,.,32.25558,108.938089999999,102.787759999999,149,True
chr6,32009358,32009526,Nanog_256_peak_11317,222,.,13.33812,26.46002,22.23835,120,False
chr6,32121301,32121543,Nanog_256_peak_11322,251,.,11.91858,29.51042,25.16477,148,True
chr6,32274617,32274960,Nanog_256_peak_11329,379,.,17.13859,42.72708,37.91485,138,False
chr6,32580023,32580303,Nanog_256_peak_11333,297,.,14.69408,34.31371,29.79007,74,False
chr6,33538889,33539168,Nanog_256_peak_11344,307,.,14.4620299999999,35.28204,30.72225,172,True
chr6,34005522,34005669,Nanog_256_peak_11347,188,.,10.88459,22.90964,18.83787,97,True
chr6,34686431,34686529,Nanog_256_peak_11353,232,.,13.96511,27.53688,23.27306,44,False
chr6,35173653,35173810,Nanog_256_peak_11359,151,.,10.85914,18.99146,15.10837,28,False
chr6,35733131,35733308,Nanog_256_peak_11366,169,.,11.72075,20.90547,16.92962,72,True
chr6,37380675,37380820,Nanog_256_peak_11388,176,.,12.12354,21.66688,17.65343,51,True
chr6,37422874,37423059,Nanog_256_peak_11390,228,.,13.69407,27.06897,22.82398,111,True
chr6,37468843,37468992,Nanog_256_peak_11393,325,.,14.76947,37.20425,32.57455,68,False
chr6,37524882,37525206,Nanog_256_peak_11395,182,.,11.17199,22.28277,18.23985,173,True
chr6,38358192,38358354,Nanog_256_peak_11408,424,.,19.42955,47.36885,42.43027,55,True
chr6,38846754,38847014,Nanog_256_peak_11416,208,.,12.51038,25.0624799999999,20.89988,95,True
chr6,38983532,38983949,Nanog_256_peak_11417,475,.,16.27841,52.64219,47.56424,169,False
chr6,39160391,39160630,Nanog_256_peak_11419,142,.,10.37988,18.13298,14.29417,187,False
chr6,39186065,39186359,Nanog_256_peak_11421,259,.,12.00326,30.2987099999999,25.92235,98,False
chr6,39199032,39199197,Nanog_256_peak_11422,150,.,10.80048,18.88474,15.00691,99,False
chr6,39630941,39631045,Nanog_256_peak_11431,168,.,11.22116,20.84145,16.86837,51,False
chr6,40351791,40351923,Nanog_256_peak_11440,350,.,12.13635,39.76311,35.04494,88,False
chr6,40352469,40352710,Nanog_256_peak_11441,440,.,14.1806399999999,49.07654,44.0974,141,True
chr6,41696089,41696456,Nanog_256_peak_11456,147,.,10.44798,18.6409,14.77495,228,False
chr6,41741518,41741721,Nanog_256_peak_11458,180,.,11.93282,22.06597,18.03334,115,False
chr6,42418192,42418352,Nanog_256_peak_11465,142,.,10.32627,18.03867,14.2052299999999,74,False
chr6,42440728,42440832,Nanog_256_peak_11466,168,.,11.68839,20.84542,16.87221,54,False
chr6,42715517,42715682,Nanog_256_peak_11468,153,.,11.00864,19.26566,15.36896,46,False
chr6,43381819,43381937,Nanog_256_peak_11475,129,.,10.00231,16.67834,12.91665,45,False
chr6,43625169,43625280,Nanog_256_peak_11476,148,.,10.71365,18.7277,14.85772,71,True
chr6,45647533,45647746,Nanog_256_peak_11493,311,.,16.34032,35.75352,31.1781099999999,89,True
chr6,45905814,45905914,Nanog_256_peak_11495,144,.,10.27055,18.33768,14.48715,58,False
chr6,46063893,46064027,Nanog_256_peak_11497,148,.,10.86987,18.7309,14.86033,88,False
chr6,46294752,46294894,Nanog_256_peak_11502,154,.,11.03904,19.32183,15.42264,56,False
chr6,48024216,48024457,Nanog_256_peak_11524,233,.,13.6996399999999,27.62531,23.35817,177,False
chr6,48135436,48135523,Nanog_256_peak_11526,131,.,10.04541,16.9215299999999,13.14582,65,False
chr6,49093674,49094001,Nanog_256_peak_11531,353,.,14.37444,40.04625,35.32132,135,False
chr6,49407740,49408030,Nanog_256_peak_11536,200,.,11.31997,24.21256,20.0844299999999,206,True
chr6,50057986,50058421,Nanog_256_peak_11541,582,.,19.84611,63.57343,58.2240599999999,63,True
chr6,50203713,50204063,Nanog_256_peak_11543,276,.,12.99835,32.06695,27.62454,197,False
chr6,50760266,50760495,Nanog_256_peak_11548,753,.,32.78641,81.02635,75.34374,66,False
chr6,51132551,51132838,Nanog_256_peak_11553,141,.,10.2732,17.94564,14.11717,192,False
chr6,51339942,51340177,Nanog_256_peak_11558,215,.,12.5853399999999,25.75054,21.55741,155,False
chr6,52699543,52699857,Nanog_256_peak_11571,150,.,10.60502,18.91131,15.03222,194,False
chr6,53110597,53110826,Nanog_256_peak_11574,225,.,13.17767,26.74344,22.51147,104,True
chr6,53190328,53190560,Nanog_256_peak_11576,435,.,13.9212,48.51495,43.54855,70,False
chr6,53428362,53428640,Nanog_256_peak_11580,334,.,16.51512,38.07408,33.41251,194,False
chr6,54987160,54987688,Nanog_256_peak_11596,412,.,15.31371,46.1958599999999,41.28641,411,True
chr6,56079530,56079916,Nanog_256_peak_11610,230,.,12.42067,27.2544,23.00291,239,True
chr6,56142251,56142438,Nanog_256_peak_11613,194,.,11.5859399999999,23.5194799999999,19.42175,80,False
chr6,56399467,56399564,Nanog_256_peak_11619,133,.,10.16115,17.14322,13.35611,53,True
chr6,57051030,57051232,Nanog_256_peak_11627,236,.,12.80716,27.9040099999999,23.62612,156,False
chr6,58975017,58975134,Nanog_256_peak_11643,166,.,11.71848,20.61972,16.65686,64,False
chr6,59408946,59409290,Nanog_256_peak_11646,183,.,11.57042,22.41672,18.3671,182,False
chr6,60262140,60262341,Nanog_256_peak_11654,253,.,14.26386,29.73907,25.3863299999999,64,False
chr7,549730,550143,Nanog_256_peak_11660,386,.,15.8715,43.49554,38.6622799999999,212,False
chr7,1138285,1138514,Nanog_256_peak_11665,516,.,22.20639,56.81671,51.62113,59,True
chr7,3336328,3336423,Nanog_256_peak_11673,227,.,14.57381,27.04367,22.7995299999999,48,False
chr7,4863160,4863306,Nanog_256_peak_11675,149,.,10.98368,18.81907,14.94469,89,False
chr7,5989945,5990191,Nanog_256_peak_11685,141,.,10.58086,17.93977,14.11193,49,False
chr7,8568086,8568340,Nanog_256_peak_11702,260,.,15.0174,30.44445,26.0621799999999,192,False
chr7,8882880,8883051,Nanog_256_peak_11704,144,.,10.48881,18.32557,14.47542,105,True
chr7,9007869,9008244,Nanog_256_peak_11707,329,.,16.2137399999999,37.5659099999999,32.92406,205,False
chr7,9665494,9665594,Nanog_256_peak_11714,160,.,11.50564,20.00323,16.0698799999999,57,True
chr7,10560937,10561046,Nanog_256_peak_11724,166,.,11.06281,20.57326,16.61224,34,False
chr7,10669447,10669606,Nanog_256_peak_11727,138,.,10.30433,17.66595,13.8521399999999,60,True
chr7,11241301,11241575,Nanog_256_peak_11731,147,.,10.44798,18.6409,14.77495,115,False
chr7,12579751,12580321,Nanog_256_peak_11738,471,.,18.1716899999999,52.25773,47.18842,480,True
chr7,13097542,13097803,Nanog_256_peak_11743,383,.,14.51808,43.19884,38.37284,145,True
chr7,14535614,14535718,Nanog_256_peak_11759,162,.,11.3438699999999,20.21527,16.2713,57,False
chr7,14576283,14576532,Nanog_256_peak_11760,268,.,14.4138799999999,31.22154,26.8105,142,False
chr7,14584952,14585136,Nanog_256_peak_11761,182,.,10.83013,22.26047,18.21857,132,True
chr7,15308572,15308748,Nanog_256_peak_11771,404,.,18.26044,45.3863099999999,40.49556,100,False
chr7,16862649,16862846,Nanog_256_peak_11785,170,.,11.57101,21.00617,17.02537,120,False
chr7,16911218,16911327,Nanog_256_peak_11787,174,.,12.14566,21.48584,17.48091,66,False
chr7,17125006,17125264,Nanog_256_peak_11792,195,.,12.28466,23.62098,19.51842,96,True
chr7,17148306,17148552,Nanog_256_peak_11793,265,.,14.59544,30.90405,26.5043,138,False
chr7,17232746,17232977,Nanog_256_peak_11794,237,.,12.182,28.08372,23.79808,55,False
chr7,17274649,17274792,Nanog_256_peak_11796,193,.,13.03973,23.47382,19.37829,96,False
chr7,17908944,17909158,Nanog_256_peak_11799,213,.,12.08032,25.4868,21.3056299999999,114,False
chr7,18176649,18176915,Nanog_256_peak_11802,211,.,12.32161,25.31008,21.13596,208,True
chr7,18512736,18513190,Nanog_256_peak_11805,372,.,15.08999,42.08173,37.28962,186,False
chr7,18612216,18612426,Nanog_256_peak_11806,283,.,16.06854,32.8388099999999,28.36911,148,True
chr7,19562280,19562546,Nanog_256_peak_11810,166,.,10.16435,20.60673,16.6443899999999,211,False
chr7,19791760,19791929,Nanog_256_peak_11817,172,.,11.91874,21.27639,17.28154,109,False
chr7,20144748,20144940,Nanog_256_peak_11823,161,.,11.02843,20.06147,16.12546,85,False
chr7,20227759,20227951,Nanog_256_peak_11826,304,.,14.7212799999999,35.03986,30.48947,83,False
chr7,21764912,21765017,Nanog_256_peak_11843,139,.,10.19462,17.80842,13.98726,37,False
chr7,22138741,22139109,Nanog_256_peak_11844,347,.,16.89617,39.41708,34.70959,218,True
chr7,22318646,22318779,Nanog_256_peak_11846,192,.,11.13188,23.32417,19.23616,99,True
chr7,22441355,22441494,Nanog_256_peak_11849,152,.,10.71236,19.09736,15.20882,64,True
chr7,22718042,22718279,Nanog_256_peak_11853,145,.,10.29553,18.3802299999999,14.5277,29,False
chr7,22783761,22783990,Nanog_256_peak_11856,651,.,21.75158,70.59899,65.11029,124,False
chr7,23014040,23014171,Nanog_256_peak_11859,165,.,11.01102,20.48582,16.52908,57,True
chr7,23291768,23292044,Nanog_256_peak_11860,167,.,11.42311,20.74612,16.77775,224,False
chr7,23298556,23298769,Nanog_256_peak_11861,134,.,10.08344,17.26485,13.4717899999999,56,True
chr7,23450344,23450727,Nanog_256_peak_11865,368,.,17.32815,41.58017,36.80358,140,True
chr7,23875731,23875888,Nanog_256_peak_11872,174,.,11.58029,21.45506,17.45174,62,True
chr7,24069902,24070235,Nanog_256_peak_11873,711,.,21.2668,76.73588,71.12903,240,False
chr7,24077652,24078069,Nanog_256_peak_11874,446,.,10.87073,49.64164,44.6437,132,False
chr7,24226466,24226690,Nanog_256_peak_11876,134,.,10.05649,17.21641,13.4257,67,True
chr7,24390831,24390936,Nanog_256_peak_11879,152,.,11.09419,19.17139,15.2789799999999,41,False
chr7,24814322,24814533,Nanog_256_peak_11885,180,.,11.69849,22.1288,18.09262,111,False
chr7,25059229,25059476,Nanog_256_peak_11889,416,.,18.50147,46.55694,41.63884,77,True
chr7,25554195,25554522,Nanog_256_peak_11892,309,.,14.99738,35.50931,30.94228,142,False
chr7,26438192,26438396,Nanog_256_peak_11906,150,.,10.36343,18.93266,15.0518399999999,118,True
chr7,26497940,26498107,Nanog_256_peak_11908,200,.,12.31669,24.19436,20.06664,72,False
chr7,26518055,26518269,Nanog_256_peak_11909,242,.,13.192,28.54931,24.2446299999999,102,True
chr7,26655213,26655556,Nanog_256_peak_11911,313,.,13.27045,35.91576,31.33327,166,True
chr7,26733646,26733862,Nanog_256_peak_11916,332,.,14.35004,37.873,33.21949,52,False
chr7,28212081,28212351,Nanog_256_peak_11932,231,.,13.5731399999999,27.41082,23.15247,80,False
chr7,29439984,29440210,Nanog_256_peak_11942,169,.,11.27495,20.93286,16.95576,52,False
chr7,30249212,30249546,Nanog_256_peak_11955,318,.,15.15426,36.46727,31.8651,204,False
chr7,30986745,30986984,Nanog_256_peak_11960,189,.,11.6283,23.04205,18.9657,157,False
chr7,31457291,31457500,Nanog_256_peak_11964,234,.,12.68383,27.69692,23.42737,54,True
chr7,31580927,31581288,Nanog_256_peak_11966,414,.,18.80804,46.3158,41.40442,100,True
chr7,32174551,32174973,Nanog_256_peak_11973,209,.,11.4791,25.0655,20.90275,104,True
chr7,32211619,32211828,Nanog_256_peak_11974,289,.,15.36553,33.45887,28.9667599999999,85,False
chr7,32369165,32369349,Nanog_256_peak_11976,147,.,10.17466,18.61656,14.75197,129,True
chr7,33349999,33350214,Nanog_256_peak_11982,398,.,15.74487,44.7590299999999,39.8858,114,False
chr7,33685421,33685696,Nanog_256_peak_11991,314,.,12.6348399999999,36.07575,31.48841,166,False
chr7,33750767,33751201,Nanog_256_peak_11992,224,.,12.10113,26.7155,22.48455,223,True
chr7,34292239,34292343,Nanog_256_peak_12002,149,.,10.77138,18.832,14.95659,51,True
chr7,34467241,34467382,Nanog_256_peak_12005,240,.,11.96816,28.33849,24.04151,78,False
chr7,34467503,34468000,Nanog_256_peak_12006,267,.,12.86703,31.18162,26.77292,274,False
chr7,35976430,35976609,Nanog_256_peak_12020,200,.,11.29906,24.17738,20.05029,71,True
chr7,36702186,36702380,Nanog_256_peak_12025,132,.,10.10295,17.03138,13.25026,149,False
chr7,36714050,36714208,Nanog_256_peak_12026,184,.,12.3719,22.45589,18.40471,107,False
chr7,37365647,37365831,Nanog_256_peak_12029,188,.,12.18931,22.96813,18.8942899999999,118,True
chr7,38459655,38459795,Nanog_256_peak_12042,171,.,11.11909,21.15312,17.1647,31,False
chr7,38496706,38497013,Nanog_256_peak_12044,166,.,11.1151,20.66167,16.69715,101,False
chr7,38860576,38860767,Nanog_256_peak_12048,179,.,11.29265,21.9528,17.92559,61,True
chr7,39243628,39243808,Nanog_256_peak_12051,223,.,12.76098,26.6239299999999,22.3972899999999,75,False
chr7,40083436,40083778,Nanog_256_peak_12058,158,.,10.30695,19.80257,15.8799799999999,280,False
chr7,40243618,40243711,Nanog_256_peak_12061,182,.,11.5189,22.33053,18.28529,46,True
chr7,40618796,40619015,Nanog_256_peak_12076,159,.,10.35015,19.87412,15.9479,79,True
chr7,41698102,41698526,Nanog_256_peak_12089,225,.,12.12341,26.75314,22.52083,237,False
chr7,42189913,42190155,Nanog_256_peak_12099,306,.,12.54028,35.22327,30.66623,163,True
chr7,42455586,42455693,Nanog_256_peak_12105,246,.,13.82897,29.0072,24.68234,43,False
chr7,42652002,42652479,Nanog_256_peak_12107,271,.,13.08394,31.5585599999999,27.13519,125,True
chr7,42866701,42866892,Nanog_256_peak_12111,288,.,14.93452,33.3846,28.89589,145,True
chr7,43537927,43538241,Nanog_256_peak_12117,270,.,13.7774399999999,31.43583,27.01667,189,True
chr7,43678358,43678484,Nanog_256_peak_12120,194,.,12.94536,23.54844,19.4496,63,False
chr7,45691570,45691746,Nanog_256_peak_12133,153,.,10.97841,19.20995,15.3159299999999,91,True
chr7,45877672,45877858,Nanog_256_peak_12134,342,.,16.21409,38.9732599999999,34.28051,109,False
chr7,45878229,45878329,Nanog_256_peak_12135,318,.,15.58186,36.4993099999999,31.89562,68,False
chr7,45919881,45919998,Nanog_256_peak_12136,342,.,11.74493,38.90942,34.21975,59,False
chr7,45920969,45921292,Nanog_256_peak_12137,747,.,16.92167,80.41022,74.73966,76,False
chr7,45925541,45925697,Nanog_256_peak_12138,770,.,17.21104,82.80626,77.0891,69,False
chr7,45973156,45973340,Nanog_256_peak_12140,168,.,11.19445,20.79612,16.82482,80,False
