,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif
1705,chr4,51622663,51622768,Nanog_256_peak_10207,143,.,10.683860000000001,18.179470000000002,14.33891,56,False
1706,chr4,52557816,52557934,Nanog_256_peak_10213,144,.,10.7386,18.30904,14.4604,51,False
1707,chr4,53200443,53200824,Nanog_256_peak_10216,731,.,25.2604,78.79816,73.1543,253,False
1708,chr4,53564262,53564470,Nanog_256_peak_10219,276,.,15.307929999999999,32.11038,27.66623,69,False
1709,chr4,53704579,53704733,Nanog_256_peak_10220,350,.,19.64828,39.720909999999996,35.004090000000005,85,False
1710,chr4,54224041,54224208,Nanog_256_peak_10222,180,.,12.40954,22.045,18.0132,105,False
1711,chr4,55715971,55716085,Nanog_256_peak_10231,221,.,13.275379999999998,26.35326,22.13566,86,True
1712,chr4,55717249,55717408,Nanog_256_peak_10232,395,.,19.45549,44.46374,39.59855,31,True
1713,chr4,56796111,56796211,Nanog_256_peak_10233,162,.,11.571819999999999,20.15175,16.2116,71,False
1714,chr4,56836180,56836367,Nanog_256_peak_10234,839,.,34.31842,89.79414,83.95636,62,False
1715,chr4,57308569,57308855,Nanog_256_peak_10239,274,.,16.35203,31.90825,27.47278,129,False
1716,chr4,57444222,57444425,Nanog_256_peak_10240,393,.,19.731170000000002,44.23802,39.37945,99,True
1717,chr4,58255769,58256075,Nanog_256_peak_10242,541,.,22.282529999999998,59.43159,54.17305,267,False
1718,chr4,58671235,58671361,Nanog_256_peak_10244,505,.,25.8626,55.677240000000005,50.514379999999996,60,False
1719,chr4,59283269,59283368,Nanog_256_peak_10245,245,.,15.34085,28.86257,24.54354,49,False
1720,chr4,59367882,59368189,Nanog_256_peak_10246,514,.,22.11561,56.6624,51.472229999999996,83,False
1721,chr4,59370025,59370173,Nanog_256_peak_10247,179,.,10.968119999999999,21.944,17.91698,88,False
1722,chr4,59823828,59824014,Nanog_256_peak_10248,272,.,16.01282,31.69603,27.26823,118,False
1723,chr4,62580630,62580856,Nanog_256_peak_10251,400,.,18.88716,44.95057,40.07038,120,False
1724,chr4,63259564,63259723,Nanog_256_peak_10255,144,.,10.7386,18.30904,14.4604,44,False
1725,chr4,64017593,64017755,Nanog_256_peak_10256,1445,.,51.548159999999996,151.02901,144.50348,81,False
1726,chr4,64193719,64194046,Nanog_256_peak_10257,646,.,21.98732,70.15392,64.67557,185,False
1727,chr4,64725964,64726070,Nanog_256_peak_10261,144,.,10.7386,18.30904,14.4604,22,False
1728,chr4,65133613,65133824,Nanog_256_peak_10263,645,.,28.93235,70.06641,64.59184,44,False
1729,chr4,65254995,65255242,Nanog_256_peak_10265,359,.,17.237389999999998,40.70472,35.95814,62,False
1730,chr4,69711852,69712138,Nanog_256_peak_10274,142,.,10.32627,18.03867,14.205229999999998,204,False
1731,chr5,1281675,1281943,Nanog_256_peak_10311,253,.,12.764380000000001,29.71312,25.36091,65,False
1732,chr5,1963527,1963633,Nanog_256_peak_10315,141,.,10.580860000000001,17.939770000000003,14.11193,56,False
1733,chr5,2721762,2721906,Nanog_256_peak_10320,145,.,10.78226,18.39011,14.537070000000002,72,False
1734,chr5,3285735,3285946,Nanog_256_peak_10324,189,.,12.24978,23.07254,18.994979999999998,130,False
1735,chr5,3722579,3722827,Nanog_256_peak_10327,317,.,12.079889999999999,36.315129999999996,31.720229999999997,171,True
1736,chr5,4296975,4297171,Nanog_256_peak_10331,298,.,15.5393,34.4017,29.87508,127,False
1737,chr5,4419001,4419205,Nanog_256_peak_10334,211,.,12.9662,25.29533,21.12209,126,False
1738,chr5,6618321,6618526,Nanog_256_peak_10347,157,.,11.047830000000001,19.68585,15.769520000000002,88,False
1739,chr5,10470323,10471005,Nanog_256_peak_10365,206,.,10.32757,24.82765,20.67623,535,False
1740,chr5,13085696,13086043,Nanog_256_peak_10378,196,.,11.07397,23.79812,19.686420000000002,250,False
1741,chr5,13092638,13092812,Nanog_256_peak_10379,263,.,14.53103,30.79553,26.39927,84,False
1742,chr5,13646058,13646284,Nanog_256_peak_10384,293,.,14.80957,33.836929999999995,29.33152,109,False
1743,chr5,14301000,14301230,Nanog_256_peak_10390,151,.,11.029160000000001,19.04251,15.15685,195,False
1744,chr5,14372434,14372668,Nanog_256_peak_10393,363,.,12.15841,41.152809999999995,36.38814,159,True
1745,chr5,14641465,14641625,Nanog_256_peak_10396,179,.,10.968119999999999,21.944,17.91698,67,False
1746,chr5,17135342,17135482,Nanog_256_peak_10410,188,.,12.404860000000001,22.90031,18.82904,53,True
1747,chr5,17330713,17330851,Nanog_256_peak_10411,150,.,10.38752,18.97312,15.090670000000001,49,True
1748,chr5,17456549,17456660,Nanog_256_peak_10412,150,.,10.63165,18.95738,15.075529999999999,50,True
1749,chr5,17994160,17994271,Nanog_256_peak_10418,199,.,11.592789999999999,24.09442,19.97072,54,False
1750,chr5,18005968,18006253,Nanog_256_peak_10419,166,.,10.183489999999999,20.63865,16.6748,181,True
1751,chr5,18158743,18158929,Nanog_256_peak_10421,178,.,11.24357,21.871010000000002,17.84763,70,False
1752,chr5,18765926,18766074,Nanog_256_peak_10428,189,.,11.944360000000001,23.04479,18.96815,63,False
1753,chr5,21037027,21037231,Nanog_256_peak_10449,151,.,10.411719999999999,19.01379,15.129570000000001,77,True
1754,chr5,21220996,21221157,Nanog_256_peak_10453,145,.,10.544130000000001,18.423920000000003,14.569270000000001,89,True
1755,chr5,21933874,21934033,Nanog_256_peak_10455,145,.,10.29553,18.380229999999997,14.5277,75,False
1756,chr5,22057313,22057587,Nanog_256_peak_10457,225,.,12.52021,26.815890000000003,22.58022,59,False
1757,chr5,22063587,22063790,Nanog_256_peak_10458,227,.,12.64487,27.024559999999997,22.78131,73,False
1758,chr5,22709277,22709428,Nanog_256_peak_10472,268,.,13.648489999999999,31.21773,26.807270000000003,85,False
1759,chr5,23136448,23136558,Nanog_256_peak_10476,199,.,12.82221,24.07444,19.951320000000003,34,False
1760,chr5,23694328,23694459,Nanog_256_peak_10479,166,.,11.06281,20.57326,16.61224,69,False
1761,chr5,24202640,24202872,Nanog_256_peak_10488,344,.,13.86985,39.10933,34.41167,127,False
1762,chr5,25447331,25447598,Nanog_256_peak_10502,206,.,12.961689999999999,24.78489,20.63543,130,False
1763,chr5,25733665,25733797,Nanog_256_peak_10504,223,.,13.939429999999998,26.5242,22.30113,86,False
1764,chr5,25770772,25770935,Nanog_256_peak_10505,142,.,10.61997,18.05399,14.21975,77,True
1765,chr5,27439239,27439362,Nanog_256_peak_10514,228,.,13.694070000000002,27.06897,22.82398,65,True
1766,chr5,27515813,27516083,Nanog_256_peak_10515,219,.,12.500119999999999,26.18815,21.97784,156,False
1767,chr5,27532338,27532597,Nanog_256_peak_10519,199,.,10.25347,24.11386,19.98963,89,True
1768,chr5,28391439,28391611,Nanog_256_peak_10525,193,.,11.53858,23.440620000000003,19.3468,87,True
1769,chr5,28972789,28973034,Nanog_256_peak_10532,180,.,10.70687,22.054679999999998,18.02245,80,True
1770,chr5,29689701,29690030,Nanog_256_peak_10546,217,.,11.67216,25.98845,21.78649,203,False
1771,chr5,29702425,29702676,Nanog_256_peak_10547,252,.,14.518239999999999,29.585720000000002,25.23714,154,False
1772,chr5,30115985,30116276,Nanog_256_peak_10549,151,.,10.85914,18.99146,15.10837,98,False
1773,chr5,30319922,30320165,Nanog_256_peak_10553,390,.,17.41534,43.945640000000004,39.09597,125,True
1774,chr5,30371943,30372238,Nanog_256_peak_10556,186,.,11.727780000000001,22.68045,18.61862,62,True
1775,chr5,30535373,30535565,Nanog_256_peak_10558,221,.,12.57726,26.316979999999997,22.10114,71,False
1776,chr5,30547184,30547509,Nanog_256_peak_10559,323,.,11.470360000000001,37.00295,32.38035,76,False
1777,chr5,30549186,30549464,Nanog_256_peak_10560,492,.,14.92968,54.4188,49.28675,108,True
1778,chr5,30715449,30715714,Nanog_256_peak_10561,211,.,11.64755,25.35004,21.17446,82,True
1779,chr5,30843037,30843406,Nanog_256_peak_10562,304,.,14.667279999999998,34.94788,30.40105,101,False
1780,chr5,30925697,30925913,Nanog_256_peak_10564,232,.,10.47767,27.47509,23.21395,42,True
1781,chr5,31506915,31507050,Nanog_256_peak_10572,193,.,12.169089999999999,23.42473,19.33199,58,True
1782,chr5,32092966,32093153,Nanog_256_peak_10578,162,.,11.11069,20.203129999999998,16.260579999999997,101,False
1783,chr5,32651093,32651198,Nanog_256_peak_10585,149,.,10.90135,18.79206,14.91865,77,False
1784,chr5,33255372,33255632,Nanog_256_peak_10593,314,.,16.1438,36.08343,31.49574,157,False
1785,chr5,33611600,33611822,Nanog_256_peak_10599,248,.,11.37168,29.14885,24.81883,142,True
1786,chr5,33613834,33614113,Nanog_256_peak_10600,196,.,10.042119999999999,23.73528,19.626839999999998,53,True
1787,chr5,33965060,33965253,Nanog_256_peak_10602,260,.,14.65899,30.407690000000002,26.02659,50,False
1788,chr5,34964781,34964940,Nanog_256_peak_10610,186,.,12.30748,22.72649,18.662879999999998,110,False
1789,chr5,35040699,35040953,Nanog_256_peak_10615,168,.,10.64229,20.87204,16.89764,151,True
1790,chr5,35266717,35266936,Nanog_256_peak_10618,342,.,15.37744,38.96976,34.27747,161,True
1791,chr5,35293643,35293764,Nanog_256_peak_10620,207,.,13.02696,24.8986,20.74384,42,True
1792,chr5,35333041,35333388,Nanog_256_peak_10622,202,.,12.08193,24.345979999999997,20.213520000000003,140,True
1793,chr5,36512024,36512491,Nanog_256_peak_10638,499,.,12.055010000000001,55.08385,49.93408,236,False
1794,chr5,36691214,36691383,Nanog_256_peak_10642,242,.,13.21848,28.593690000000002,24.28732,117,True
1795,chr5,36768545,36768729,Nanog_256_peak_10643,366,.,16.40302,41.46672,36.694829999999996,76,False
1796,chr5,36948771,36948988,Nanog_256_peak_10646,147,.,10.80743,18.61029,14.746720000000002,159,False
1797,chr5,37307275,37307523,Nanog_256_peak_10651,253,.,14.23189,29.68515,25.33365,141,True
1798,chr5,37560162,37560247,Nanog_256_peak_10654,133,.,10.00303,17.120620000000002,13.33474,28,False
1799,chr5,37820682,37820969,Nanog_256_peak_10656,172,.,10.88865,21.280829999999998,17.2855,218,False
1800,chr5,37827882,37828149,Nanog_256_peak_10657,214,.,12.8522,25.63701,21.44902,63,False
1801,chr5,38122149,38122329,Nanog_256_peak_10662,269,.,15.55212,31.37824,26.96173,89,True
1802,chr5,38372475,38372683,Nanog_256_peak_10667,175,.,11.91025,21.61103,17.59996,135,False
1803,chr5,39330722,39330940,Nanog_256_peak_10677,282,.,14.51818,32.684509999999996,28.221040000000002,140,True
1804,chr5,41062846,41063065,Nanog_256_peak_10689,151,.,10.411719999999999,19.01379,15.129570000000001,137,False
1805,chr5,41346986,41347174,Nanog_256_peak_10691,917,.,35.6684,97.74525,91.76348,57,False
1806,chr5,41510208,41510414,Nanog_256_peak_10692,254,.,13.581520000000001,29.82515,25.46893,80,True
1807,chr5,43457767,43457888,Nanog_256_peak_10702,160,.,10.39371,19.94629,16.01602,64,False
1808,chr5,44547576,44547738,Nanog_256_peak_10720,134,.,10.22002,17.25714,13.464279999999999,44,False
1809,chr5,44780234,44780382,Nanog_256_peak_10724,135,.,10.11053,17.31365,13.51799,33,False
1810,chr5,44994268,44994477,Nanog_256_peak_10726,291,.,14.288310000000001,33.62502,29.12635,75,False
1811,chr5,45815334,45815677,Nanog_256_peak_10736,385,.,17.97545,43.4082,38.57692,189,False
1812,chr5,46694328,46694472,Nanog_256_peak_10745,179,.,12.13669,22.02202,17.99138,60,False
1813,chr5,46815715,46815886,Nanog_256_peak_10747,137,.,10.24821,17.56332,13.75465,70,True
1814,chr5,48920746,48921247,Nanog_256_peak_10754,187,.,11.17314,22.83221,18.764129999999998,183,False
1815,chr5,49081111,49081279,Nanog_256_peak_10756,243,.,14.299339999999999,28.650609999999997,24.34129,71,False
1816,chr5,49546543,49546666,Nanog_256_peak_10760,318,.,16.753339999999998,36.45469,31.85306,47,False
1817,chr5,50971951,50972076,Nanog_256_peak_10775,155,.,11.10033,19.43554,15.531410000000001,62,False
1818,chr5,51624211,51624406,Nanog_256_peak_10784,304,.,11.11304,34.94791,30.40108,99,False
1819,chr5,51833927,51834288,Nanog_256_peak_10785,158,.,10.28548,19.76703,15.84661,67,False
1820,chr5,51998611,51998761,Nanog_256_peak_10787,265,.,14.59544,30.90405,26.5043,91,False
1821,chr5,52112992,52113169,Nanog_256_peak_10789,140,.,10.41845,17.876170000000002,14.05132,79,False
1822,chr5,52844588,52844874,Nanog_256_peak_10797,346,.,15.61931,39.38854,34.68196,132,False
1823,chr5,55600040,55600515,Nanog_256_peak_10811,290,.,13.85411,33.55462,29.058690000000002,194,False
1824,chr5,56745826,56746064,Nanog_256_peak_10829,141,.,10.476460000000001,17.98388,14.15346,151,False
1825,chr5,58007748,58008085,Nanog_256_peak_10844,252,.,13.82918,29.61679,25.26732,166,True
1826,chr5,58551609,58551749,Nanog_256_peak_10851,207,.,10.35789,24.882379999999998,20.7285,48,False
1827,chr5,58898743,58899054,Nanog_256_peak_10854,464,.,19.07426,51.45329,46.4056,188,False
1828,chr5,59139597,59139697,Nanog_256_peak_10857,145,.,10.32063,18.42302,14.56887,60,True
1829,chr5,59668581,59668736,Nanog_256_peak_10862,156,.,10.15855,19.55692,15.646410000000001,125,True
1830,chr5,59909760,59910017,Nanog_256_peak_10867,270,.,14.53677,31.42788,27.0088,88,True
1831,chr5,60449240,60449443,Nanog_256_peak_10870,419,.,18.71695,46.92366,41.99626,125,True
1832,chr5,61475738,61475983,Nanog_256_peak_10879,374,.,17.31381,42.286970000000004,37.49023,135,True
1833,chr5,61598365,61598736,Nanog_256_peak_10884,286,.,12.82484,33.08267,28.60412,251,True
1834,chr5,61611193,61611471,Nanog_256_peak_10887,271,.,10.99558,31.55283,27.129590000000004,115,True
1835,chr5,61634777,61635007,Nanog_256_peak_10889,134,.,10.22002,17.25714,13.464279999999999,60,False
1836,chr5,61941519,61941617,Nanog_256_peak_10893,155,.,10.9337,19.484360000000002,15.57726,27,False
1837,chr5,62285527,62285748,Nanog_256_peak_10896,176,.,10.11674,21.61288,17.601679999999998,154,True
1838,chr5,62801242,62801432,Nanog_256_peak_10900,255,.,13.66315,29.96211,25.59974,65,True
1839,chr5,62802275,62802456,Nanog_256_peak_10901,187,.,11.1953,22.869120000000002,18.79877,63,True
1840,chr5,62898176,62898360,Nanog_256_peak_10905,238,.,13.643629999999998,28.10315,23.81651,89,True
1841,chr5,63510691,63510898,Nanog_256_peak_10912,257,.,10.586730000000001,30.11174,25.74338,74,False
1842,chr5,63518770,63519124,Nanog_256_peak_10913,323,.,10.111939999999999,36.96675,32.34565,194,False
1843,chr5,63643531,63643664,Nanog_256_peak_10914,287,.,15.600779999999999,33.222879999999996,28.740609999999997,85,False
1844,chr5,65971557,65971737,Nanog_256_peak_10930,165,.,11.30749,20.54421,16.58522,88,False
1845,chr5,66400959,66401224,Nanog_256_peak_10933,258,.,12.70889,30.258979999999998,25.88406,168,False
1846,chr5,67859719,67859840,Nanog_256_peak_10947,323,.,17.02722,36.92183,32.302279999999996,69,True
1847,chr5,68669584,68669805,Nanog_256_peak_10956,192,.,12.638160000000001,23.32086,19.23328,120,False
1848,chr5,70509332,70509426,Nanog_256_peak_10976,140,.,10.22068,17.85386,14.03036,57,False
1849,chr5,71479939,71480124,Nanog_256_peak_10994,326,.,14.41044,37.27724,32.6455,82,False
1850,chr5,71480937,71481048,Nanog_256_peak_10995,313,.,13.6615,35.941720000000004,31.358909999999998,47,False
1851,chr5,72284599,72284803,Nanog_256_peak_11004,574,.,21.30378,62.82631,57.4953,109,True
1852,chr6,445612,445778,Nanog_256_peak_11015,298,.,16.62161,34.37966,29.8542,64,True
1853,chr6,1471943,1472227,Nanog_256_peak_11022,147,.,10.65654,18.62494,14.759979999999999,90,False
1854,chr6,1590970,1591115,Nanog_256_peak_11023,155,.,11.26425,19.4413,15.53651,56,True
1855,chr6,1828206,1828464,Nanog_256_peak_11026,270,.,14.926260000000001,31.462659999999996,27.042959999999997,174,False
1856,chr6,3406040,3406377,Nanog_256_peak_11041,161,.,10.759160000000001,20.06237,16.12605,269,False
1857,chr6,3599424,3599629,Nanog_256_peak_11042,164,.,10.64001,20.35483,16.403489999999998,158,False
1858,chr6,3850311,3850470,Nanog_256_peak_11053,319,.,18.08174,36.53139,31.92618,67,True
1859,chr6,4539002,4539274,Nanog_256_peak_11060,154,.,10.3337,19.35254,15.45214,94,True
1860,chr6,5228601,5228785,Nanog_256_peak_11071,168,.,11.65621,20.78585,16.81501,127,False
1861,chr6,7251707,7251986,Nanog_256_peak_11088,196,.,11.05395,23.764329999999998,19.65436,131,False
1862,chr6,7732770,7732976,Nanog_256_peak_11092,257,.,13.74575,30.1007,25.7328,97,True
1863,chr6,7944199,7944297,Nanog_256_peak_11103,210,.,12.62228,25.25023,21.07796,76,False
1864,chr6,8248846,8248965,Nanog_256_peak_11107,159,.,10.92062,19.87657,15.95021,73,False
1865,chr6,8974996,8975245,Nanog_256_peak_11111,149,.,10.291830000000001,18.81257,14.93842,166,False
1866,chr6,9049125,9049444,Nanog_256_peak_11112,187,.,11.1953,22.869120000000002,18.79877,51,True
1867,chr6,9060062,9060282,Nanog_256_peak_11113,208,.,11.43775,24.99553,20.83642,168,True
1868,chr6,9389671,9389874,Nanog_256_peak_11118,140,.,10.24687,17.8996,14.073429999999998,99,False
1869,chr6,10780767,10780887,Nanog_256_peak_11128,181,.,12.4078,22.22169,18.18192,60,False
1870,chr6,10802306,10802692,Nanog_256_peak_11129,361,.,14.46411,40.92877,36.17304,144,True
1871,chr6,10911650,10911904,Nanog_256_peak_11136,362,.,15.72676,41.02577,36.26574,59,True
1872,chr6,12329150,12329312,Nanog_256_peak_11147,188,.,11.21754,22.90617,18.8347,103,False
1873,chr6,12921069,12921366,Nanog_256_peak_11153,265,.,13.13016,30.985059999999997,26.583109999999998,184,False
1874,chr6,12927423,12927756,Nanog_256_peak_11154,285,.,14.30296,32.981759999999994,28.507409999999997,224,True
1875,chr6,13352909,13353321,Nanog_256_peak_11159,192,.,10.143889999999999,23.34519,19.25573,174,True
1876,chr6,14016823,14017182,Nanog_256_peak_11165,140,.,10.41845,17.876170000000002,14.05132,59,False
1877,chr6,14022173,14022389,Nanog_256_peak_11166,174,.,12.02027,21.469070000000002,17.465020000000003,69,False
1878,chr6,14493890,14494267,Nanog_256_peak_11170,472,.,19.59241,52.34982,47.277570000000004,282,True
1879,chr6,15746217,15746501,Nanog_256_peak_11178,166,.,11.1151,20.66167,16.69715,119,True
1880,chr6,15986226,15986471,Nanog_256_peak_11179,167,.,10.55545,20.72803,16.76095,148,False
1881,chr6,16467565,16467684,Nanog_256_peak_11185,307,.,16.43956,35.278690000000005,30.71892,60,True
1882,chr6,16723798,16724061,Nanog_256_peak_11189,321,.,16.12931,36.73534,32.12231,85,True
1883,chr6,17622249,17622433,Nanog_256_peak_11190,173,.,11.24567,21.36516,17.36617,80,False
1884,chr6,17837726,17837990,Nanog_256_peak_11194,402,.,17.654629999999997,45.1098,40.22614,152,False
1885,chr6,18176062,18176182,Nanog_256_peak_11196,239,.,14.059989999999999,28.239559999999997,23.94697,59,True
1886,chr6,19015118,19015458,Nanog_256_peak_11204,235,.,12.73287,27.7793,23.50669,179,True
1887,chr6,20028749,20028860,Nanog_256_peak_11208,238,.,14.28315,28.09135,23.80516,56,False
1888,chr6,22026629,22027010,Nanog_256_peak_11213,216,.,11.56962,25.81394,21.61794,165,False
1889,chr6,23675116,23675227,Nanog_256_peak_11226,149,.,10.77138,18.832,14.95659,63,False
1890,chr6,24697909,24698207,Nanog_256_peak_11234,197,.,12.43225,23.872510000000002,19.75759,186,True
1891,chr6,24765630,24765848,Nanog_256_peak_11236,167,.,10.57703,20.76381,16.79404,153,False
1892,chr6,24815194,24815474,Nanog_256_peak_11238,540,.,14.44459,59.282019999999996,54.029309999999995,69,False
1893,chr6,25584658,25584816,Nanog_256_peak_11247,158,.,11.105789999999999,19.78872,15.86664,75,True
1894,chr6,26701383,26701712,Nanog_256_peak_11255,371,.,15.80292,41.89297,37.106120000000004,212,False
1895,chr6,26863458,26863753,Nanog_256_peak_11256,219,.,11.4019,26.127779999999998,21.92021,168,False
1896,chr6,26979017,26979344,Nanog_256_peak_11258,342,.,14.55855,38.95475,34.26308,181,True
1897,chr6,27090699,27090836,Nanog_256_peak_11260,188,.,12.404860000000001,22.90031,18.82904,91,True
1898,chr6,27571699,27571967,Nanog_256_peak_11265,204,.,12.21263,24.56423,20.42299,164,True
1899,chr6,27742544,27742704,Nanog_256_peak_11267,175,.,11.91025,21.61103,17.59996,86,True
1900,chr6,27945923,27946076,Nanog_256_peak_11270,220,.,13.790820000000002,26.2543,22.04131,55,True
1901,chr6,27985737,27986081,Nanog_256_peak_11271,153,.,10.26604,19.24016,15.34459,180,False
1902,chr6,28815005,28815243,Nanog_256_peak_11280,212,.,12.7362,25.441689999999998,21.26228,95,False
1903,chr6,29238495,29238695,Nanog_256_peak_11284,151,.,10.15522,19.05633,15.169379999999999,156,False
1904,chr6,29403954,29404170,Nanog_256_peak_11286,210,.,12.90433,25.1897,21.02122,134,False
1905,chr6,31232975,31233177,Nanog_256_peak_11306,343,.,15.8452,39.05912,34.36412,102,False
1906,chr6,31256113,31256229,Nanog_256_peak_11308,187,.,12.33977,22.78402,18.71789,51,True
1907,chr6,31664735,31664889,Nanog_256_peak_11312,222,.,13.901979999999998,26.45597,22.23451,49,True
1908,chr6,31733087,31733373,Nanog_256_peak_11313,1027,.,32.25558,108.93808999999999,102.78775999999999,149,True
1909,chr6,32009358,32009526,Nanog_256_peak_11317,222,.,13.338120000000002,26.46002,22.23835,120,False
1910,chr6,32121301,32121543,Nanog_256_peak_11322,251,.,11.91858,29.51042,25.16477,148,True
1911,chr6,32274617,32274960,Nanog_256_peak_11329,379,.,17.13859,42.72708,37.91485,138,False
1912,chr6,32580023,32580303,Nanog_256_peak_11333,297,.,14.69408,34.31371,29.79007,74,False
1913,chr6,33538889,33539168,Nanog_256_peak_11344,307,.,14.462029999999999,35.28204,30.72225,172,True
1914,chr6,34005522,34005669,Nanog_256_peak_11347,188,.,10.88459,22.90964,18.837870000000002,97,True
1915,chr6,34686431,34686529,Nanog_256_peak_11353,232,.,13.965110000000001,27.53688,23.27306,44,False
1916,chr6,35173653,35173810,Nanog_256_peak_11359,151,.,10.85914,18.99146,15.10837,28,False
1917,chr6,35733131,35733308,Nanog_256_peak_11366,169,.,11.72075,20.90547,16.92962,72,True
1918,chr6,37380675,37380820,Nanog_256_peak_11388,176,.,12.12354,21.66688,17.65343,51,True
1919,chr6,37422874,37423059,Nanog_256_peak_11390,228,.,13.694070000000002,27.06897,22.82398,111,True
1920,chr6,37468843,37468992,Nanog_256_peak_11393,325,.,14.769470000000002,37.20425,32.57455,68,False
1921,chr6,37524882,37525206,Nanog_256_peak_11395,182,.,11.17199,22.282770000000003,18.23985,173,True
1922,chr6,38358192,38358354,Nanog_256_peak_11408,424,.,19.42955,47.36885,42.43027,55,True
1923,chr6,38846754,38847014,Nanog_256_peak_11416,208,.,12.51038,25.062479999999997,20.89988,95,True
1924,chr6,38983532,38983949,Nanog_256_peak_11417,475,.,16.27841,52.64219,47.564240000000005,169,False
1925,chr6,39160391,39160630,Nanog_256_peak_11419,142,.,10.37988,18.13298,14.294170000000001,187,False
1926,chr6,39186065,39186359,Nanog_256_peak_11421,259,.,12.003260000000001,30.298709999999996,25.92235,98,False
1927,chr6,39199032,39199197,Nanog_256_peak_11422,150,.,10.80048,18.88474,15.006910000000001,99,False
1928,chr6,39630941,39631045,Nanog_256_peak_11431,168,.,11.221160000000001,20.84145,16.868370000000002,51,False
1929,chr6,40351791,40351923,Nanog_256_peak_11440,350,.,12.13635,39.76311,35.044940000000004,88,False
1930,chr6,40352469,40352710,Nanog_256_peak_11441,440,.,14.180639999999999,49.07654,44.0974,141,True
1931,chr6,41696089,41696456,Nanog_256_peak_11456,147,.,10.447980000000001,18.6409,14.77495,228,False
1932,chr6,41741518,41741721,Nanog_256_peak_11458,180,.,11.93282,22.06597,18.03334,115,False
1933,chr6,42418192,42418352,Nanog_256_peak_11465,142,.,10.32627,18.03867,14.205229999999998,74,False
1934,chr6,42440728,42440832,Nanog_256_peak_11466,168,.,11.68839,20.84542,16.87221,54,False
1935,chr6,42715517,42715682,Nanog_256_peak_11468,153,.,11.00864,19.26566,15.368960000000001,46,False
1936,chr6,43381819,43381937,Nanog_256_peak_11475,129,.,10.002310000000001,16.67834,12.91665,45,False
1937,chr6,43625169,43625280,Nanog_256_peak_11476,148,.,10.71365,18.7277,14.85772,71,True
1938,chr6,45647533,45647746,Nanog_256_peak_11493,311,.,16.340320000000002,35.75352,31.178109999999997,89,True
1939,chr6,45905814,45905914,Nanog_256_peak_11495,144,.,10.27055,18.33768,14.48715,58,False
1940,chr6,46063893,46064027,Nanog_256_peak_11497,148,.,10.86987,18.7309,14.86033,88,False
1941,chr6,46294752,46294894,Nanog_256_peak_11502,154,.,11.03904,19.32183,15.42264,56,False
1942,chr6,48024216,48024457,Nanog_256_peak_11524,233,.,13.699639999999999,27.62531,23.35817,177,False
1943,chr6,48135436,48135523,Nanog_256_peak_11526,131,.,10.04541,16.921529999999997,13.14582,65,False
1944,chr6,49093674,49094001,Nanog_256_peak_11531,353,.,14.37444,40.04625,35.32132,135,False
1945,chr6,49407740,49408030,Nanog_256_peak_11536,200,.,11.31997,24.21256,20.084429999999998,206,True
1946,chr6,50057986,50058421,Nanog_256_peak_11541,582,.,19.84611,63.57343,58.224059999999994,63,True
1947,chr6,50203713,50204063,Nanog_256_peak_11543,276,.,12.99835,32.06695,27.624540000000003,197,False
1948,chr6,50760266,50760495,Nanog_256_peak_11548,753,.,32.78641,81.02635,75.34374,66,False
1949,chr6,51132551,51132838,Nanog_256_peak_11553,141,.,10.2732,17.94564,14.117170000000002,192,False
1950,chr6,51339942,51340177,Nanog_256_peak_11558,215,.,12.585339999999999,25.75054,21.55741,155,False
1951,chr6,52699543,52699857,Nanog_256_peak_11571,150,.,10.60502,18.91131,15.03222,194,False
1952,chr6,53110597,53110826,Nanog_256_peak_11574,225,.,13.17767,26.743440000000003,22.511470000000003,104,True
1953,chr6,53190328,53190560,Nanog_256_peak_11576,435,.,13.9212,48.51495,43.54855,70,False
1954,chr6,53428362,53428640,Nanog_256_peak_11580,334,.,16.51512,38.07408,33.41251,194,False
1955,chr6,54987160,54987688,Nanog_256_peak_11596,412,.,15.31371,46.195859999999996,41.28641,411,True
1956,chr6,56079530,56079916,Nanog_256_peak_11610,230,.,12.42067,27.2544,23.00291,239,True
1957,chr6,56142251,56142438,Nanog_256_peak_11613,194,.,11.585939999999999,23.519479999999998,19.42175,80,False
1958,chr6,56399467,56399564,Nanog_256_peak_11619,133,.,10.16115,17.14322,13.356110000000001,53,True
1959,chr6,57051030,57051232,Nanog_256_peak_11627,236,.,12.807160000000001,27.904009999999996,23.62612,156,False
1960,chr6,58975017,58975134,Nanog_256_peak_11643,166,.,11.71848,20.61972,16.65686,64,False
1961,chr6,59408946,59409290,Nanog_256_peak_11646,183,.,11.57042,22.41672,18.3671,182,False
1962,chr6,60262140,60262341,Nanog_256_peak_11654,253,.,14.263860000000001,29.73907,25.386329999999997,64,False
1963,chr7,549730,550143,Nanog_256_peak_11660,386,.,15.8715,43.495540000000005,38.662279999999996,212,False
1964,chr7,1138285,1138514,Nanog_256_peak_11665,516,.,22.20639,56.81671,51.62113,59,True
1965,chr7,3336328,3336423,Nanog_256_peak_11673,227,.,14.57381,27.043670000000002,22.799529999999997,48,False
1966,chr7,4863160,4863306,Nanog_256_peak_11675,149,.,10.98368,18.81907,14.94469,89,False
