chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain Nanog motif,1k-cell new peak,in genome bin binding from 256-cell
chr7,26518051,26518246,Nanog_1k_peak_21822,363,.,15.45217,40.54349,36.34882,142,True,False,True
chr7,26626006,26626569,Nanog_1k_peak_21826,337,.,12.20637,37.90435,33.7884,349,True,True,True
chr7,26655198,26655559,Nanog_1k_peak_21827,685,.,16.16834,73.63001,68.51518,192,True,False,True
chr7,26722271,26722482,Nanog_1k_peak_21831,281,.,14.93987,32.1058,28.17855,139,False,True,True
chr7,26728016,26728309,Nanog_1k_peak_21832,249,.,11.17281,28.78153,24.96841,188,True,True,True
chr7,26733601,26733867,Nanog_1k_peak_21834,750,.,19.2812299999999,80.35007,75.0771,99,False,False,True
chr7,26874643,26875003,Nanog_1k_peak_21838,165,.,10.11782,20.00228,16.53173,127,True,True,False
chr7,26927894,26928084,Nanog_1k_peak_21841,208,.,12.79135,24.48948,20.83467,88,False,True,False
chr7,27112944,27113161,Nanog_1k_peak_21844,221,.,13.27961,25.8335,22.12765,145,True,True,False
chr7,27742977,27743339,Nanog_1k_peak_21856,367,.,16.55746,40.99957,36.79147,226,True,True,False
chr7,27967134,27967295,Nanog_1k_peak_21857,140,.,10.34032,17.39903,14.04525,134,True,True,False
chr7,28021562,28021898,Nanog_1k_peak_21858,230,.,12.83587,26.74909,23.01011,60,False,True,False
chr7,28068978,28069204,Nanog_1k_peak_21860,269,.,14.5757,30.87079,26.98511,124,True,True,False
chr7,28085911,28086033,Nanog_1k_peak_21862,307,.,10.73127,34.74236,30.72737,73,False,True,False
chr7,28159128,28159385,Nanog_1k_peak_21869,170,.,10.77388,20.57733,17.08187,86,True,True,False
chr7,28325484,28325732,Nanog_1k_peak_21874,445,.,17.21991,48.96675,44.5224599999999,85,False,True,False
chr7,28418673,28418975,Nanog_1k_peak_21883,196,.,12.35437,23.25375,19.64651,237,True,True,False
chr7,29439949,29440201,Nanog_1k_peak_21902,218,.,12.46594,25.55105,21.85591,63,False,False,True
chr7,29533059,29533308,Nanog_1k_peak_21911,166,.,11.07297,20.13811,16.66182,190,False,True,False
chr7,29584579,29584850,Nanog_1k_peak_21912,151,.,10.39274,18.54625,15.1402399999999,150,False,True,False
chr7,29701724,29702004,Nanog_1k_peak_21916,154,.,10.34551,18.90258,15.48035,191,False,True,False
chr7,29863830,29864031,Nanog_1k_peak_21919,262,.,14.1319,30.12454,26.26377,71,True,True,False
chr7,29956701,29957025,Nanog_1k_peak_21922,299,.,12.20301,33.91563,29.9269,193,False,True,False
chr7,30229160,30229425,Nanog_1k_peak_21927,223,.,12.0604,26.04495,22.33199,105,False,True,True
chr7,30249209,30249543,Nanog_1k_peak_21929,502,.,17.86504,54.90096,50.28326,184,False,False,True
chr7,30986724,30986987,Nanog_1k_peak_21941,469,.,16.47804,51.47809,46.95733,158,False,False,True
chr7,30998447,30998886,Nanog_1k_peak_21946,248,.,11.81122,28.68935,24.87937,217,False,True,True
chr7,31264588,31264782,Nanog_1k_peak_21952,230,.,13.8253899999999,26.78459,23.04451,61,False,True,False
chr7,31457225,31457515,Nanog_1k_peak_21957,542,.,18.29564,58.96185,54.23325,105,True,False,True
chr7,31580918,31581338,Nanog_1k_peak_21964,415,.,15.56821,45.92973,41.5785,109,True,False,True
chr7,32027742,32028006,Nanog_1k_peak_21979,207,.,12.7318,24.38665,20.7353299999999,163,False,True,False
chr7,32174483,32174866,Nanog_1k_peak_21984,506,.,17.62855,55.25739,50.631,186,True,False,True
chr7,32211536,32211867,Nanog_1k_peak_21988,422,.,17.21131,46.63123,42.26,161,False,False,True
chr7,32716474,32716608,Nanog_1k_peak_21996,167,.,11.34079,20.20971,16.73042,85,False,True,False
chr7,32978128,32978304,Nanog_1k_peak_21999,229,.,12.09426,26.7039,22.96644,43,False,True,False
chr7,32991703,32992144,Nanog_1k_peak_22001,162,.,10.79465,19.66154,16.20561,292,False,True,False
chr7,33002293,33002432,Nanog_1k_peak_22002,144,.,10.21876,17.85051,14.4761899999999,41,False,True,False
chr7,33349979,33350213,Nanog_1k_peak_22011,674,.,17.34217,72.50395,67.41678,119,False,False,True
chr7,33372573,33372771,Nanog_1k_peak_22013,191,.,11.77276,22.75599,19.16959,127,False,True,True
chr7,33406373,33406839,Nanog_1k_peak_22014,208,.,10.50126,24.55424,20.89666,378,True,True,False
chr7,33641366,33641650,Nanog_1k_peak_22022,243,.,12.92503,28.1017799999999,24.31381,145,False,True,True
chr7,33685416,33685743,Nanog_1k_peak_22031,791,.,17.86561,84.52175,79.16096,171,False,False,True
chr7,33750766,33751214,Nanog_1k_peak_22035,279,.,11.16343,31.8887,27.96897,220,True,False,True
chr7,33960698,33960820,Nanog_1k_peak_22042,162,.,10.22532,19.66742,16.21063,51,True,True,False
chr7,34064371,34064728,Nanog_1k_peak_22046,231,.,12.55667,26.8769299999999,23.1334,260,False,True,False
chr7,34079250,34079650,Nanog_1k_peak_22047,312,.,12.59515,35.32799,31.29442,293,True,True,False
chr7,34081860,34082084,Nanog_1k_peak_22048,252,.,11.02076,29.11532,25.29041,151,False,True,False
chr7,34094172,34094620,Nanog_1k_peak_22050,380,.,15.6415399999999,42.34328,38.09474,310,True,True,False
chr7,34467258,34467399,Nanog_1k_peak_22059,178,.,10.63674,21.3933,17.86406,64,False,False,True
chr7,34467503,34467866,Nanog_1k_peak_22060,203,.,11.54021,24.00667,20.36922,170,False,False,True
chr7,34794619,34794802,Nanog_1k_peak_22064,145,.,10.24353,17.89375,14.51771,63,False,True,False
chr7,35123928,35124137,Nanog_1k_peak_22070,223,.,11.68817,26.01568,22.30346,135,True,True,False
chr7,35243245,35243423,Nanog_1k_peak_22072,202,.,12.12521,23.87266,20.2408799999999,70,True,True,False
chr7,35976374,35976632,Nanog_1k_peak_22090,302,.,12.3743,34.24164,30.24322,155,True,False,True
chr7,36047737,36048165,Nanog_1k_peak_22096,286,.,10.05867,32.61597,28.67225,214,True,True,False
chr7,36702164,36702398,Nanog_1k_peak_22100,243,.,14.32261,28.1606,24.37023,171,False,False,True
chr7,36714051,36714228,Nanog_1k_peak_22101,272,.,15.09827,31.1565,27.2599,103,False,False,True
chr7,36898886,36899028,Nanog_1k_peak_22105,157,.,11.09259,19.16821,15.73396,51,False,True,False
chr7,37124714,37125112,Nanog_1k_peak_22108,169,.,10.40654,20.48114,16.99021,118,False,True,False
chr7,37246379,37246565,Nanog_1k_peak_22110,143,.,10.31596,17.6872799999999,14.3202799999999,70,True,True,False
chr7,37803633,37803851,Nanog_1k_peak_22125,218,.,12.09161,25.5056799999999,21.81229,139,False,True,False
chr7,38089526,38089670,Nanog_1k_peak_22133,300,.,13.75574,34.05941,30.06642,47,False,True,False
chr7,38142384,38142714,Nanog_1k_peak_22135,171,.,10.18221,20.63653,17.13857,73,False,True,False
chr7,38395050,38395216,Nanog_1k_peak_22141,269,.,14.54525,30.81948,26.93545,102,True,True,False
chr7,38459630,38459885,Nanog_1k_peak_22143,197,.,11.84886,23.4101,19.79676,103,True,False,True
chr7,38496698,38497082,Nanog_1k_peak_22147,229,.,12.41732,26.64357,22.90796,113,False,False,True
chr7,38605070,38605327,Nanog_1k_peak_22153,196,.,11.10718,23.28281,19.67472,75,True,True,False
chr7,38860526,38860863,Nanog_1k_peak_22159,180,.,10.77706,21.62654,18.0875299999999,114,True,False,True
chr7,39202519,39202633,Nanog_1k_peak_22163,162,.,10.79465,19.66154,16.20561,48,False,True,True
chr7,39243577,39243827,Nanog_1k_peak_22166,427,.,16.6088,47.09001,42.70265,120,False,False,True
chr7,40205278,40205378,Nanog_1k_peak_22186,140,.,10.34032,17.39903,14.04525,42,False,True,True
chr7,40243012,40243184,Nanog_1k_peak_22187,344,.,15.99433,38.6001,34.46359,80,False,True,True
chr7,40243604,40243732,Nanog_1k_peak_22188,197,.,11.12706,23.3161,19.70676,63,True,False,True
chr7,40599809,40600449,Nanog_1k_peak_22205,271,.,10.16744,31.05521,27.16257,84,True,True,True
chr7,40610289,40610754,Nanog_1k_peak_22208,319,.,11.32887,36.05144,31.99408,304,True,True,True
chr7,40613840,40614012,Nanog_1k_peak_22209,274,.,10.00625,31.30145,27.4003,56,False,True,True
chr7,40618626,40619088,Nanog_1k_peak_22210,347,.,14.1265399999999,38.8797,34.73561,249,True,False,True
chr7,40680422,40680654,Nanog_1k_peak_22213,203,.,12.77763,23.99546,20.35885,146,False,True,True
chr7,41014762,41014896,Nanog_1k_peak_22224,147,.,10.1568899999999,18.14462,14.7568799999999,87,False,True,False
chr7,41462840,41463057,Nanog_1k_peak_22236,166,.,10.79544,20.1232,16.64789,65,False,True,False
chr7,41698176,41698533,Nanog_1k_peak_22243,709,.,20.53847,76.13814,70.95877,127,False,False,True
chr7,41711487,41711839,Nanog_1k_peak_22245,329,.,10.9128899999999,37.0370799999999,32.9481,150,False,True,False
chr7,41839207,41839418,Nanog_1k_peak_22255,504,.,13.92655,55.07133,50.4494599999999,105,True,True,False
chr7,41840203,41840466,Nanog_1k_peak_22256,290,.,10.22793,32.99971,29.04278,109,False,True,False
chr7,42051765,42051970,Nanog_1k_peak_22261,181,.,12.14065,21.69984,18.15749,38,False,True,False
chr7,42189837,42190153,Nanog_1k_peak_22266,458,.,11.32,50.31139,45.82669,214,True,False,True
chr7,42193956,42194228,Nanog_1k_peak_22269,382,.,10.13043,42.48912,38.23632,83,False,True,True
chr7,42392265,42392619,Nanog_1k_peak_22275,224,.,12.1476899999999,26.1915,22.47265,262,False,True,False
chr7,42444381,42444565,Nanog_1k_peak_22277,149,.,10.6472699999999,18.30455,14.9091899999999,80,True,True,True
chr7,42455520,42455712,Nanog_1k_peak_22278,517,.,19.61011,56.45245,51.79442,123,False,False,True
chr7,42460134,42460234,Nanog_1k_peak_22279,250,.,10.86935,28.828,25.01346,25,False,True,True
chr7,42466064,42466765,Nanog_1k_peak_22281,346,.,11.69342,38.79584,34.65376,515,False,True,True
chr7,42651975,42652525,Nanog_1k_peak_22284,473,.,15.1570799999999,51.89304,47.3611299999999,303,True,False,True
chr7,42805814,42806169,Nanog_1k_peak_22293,223,.,10.99143,26.01299,22.30088,114,False,True,True
chr7,42866530,42866909,Nanog_1k_peak_22295,437,.,15.9753,48.20948,43.7881299999999,308,True,False,True
chr7,43366696,43367023,Nanog_1k_peak_22310,342,.,15.88083,38.40708,34.27679,228,True,True,False
chr7,43537886,43538241,Nanog_1k_peak_22315,709,.,20.51493,76.08972,70.91114,237,True,False,True
chr7,43544877,43545154,Nanog_1k_peak_22317,289,.,13.8684799999999,32.90904,28.95589,122,True,True,True
chr7,43678343,43678558,Nanog_1k_peak_22321,547,.,23.79634,59.52103,54.7761,81,False,False,True
chr7,43689945,43690336,Nanog_1k_peak_22322,184,.,11.6384,22.02694,18.4704899999999,125,True,True,True
chr7,43864301,43864625,Nanog_1k_peak_22327,253,.,10.15254,29.22612,25.3976799999999,65,False,True,False
chr7,43969971,43970184,Nanog_1k_peak_22333,223,.,12.44065,26.0888,22.37428,84,False,True,False
chr7,44044296,44044393,Nanog_1k_peak_22338,272,.,15.06439,31.0985099999999,27.20396,50,False,True,False
chr7,44064597,44064916,Nanog_1k_peak_22339,254,.,13.23917,29.2501599999999,25.4207,230,False,True,False
chr7,44488865,44489040,Nanog_1k_peak_22343,165,.,10.99565,20.00517,16.53435,111,False,True,False
chr7,44828245,44828568,Nanog_1k_peak_22350,244,.,12.65814,28.27113,24.47671,234,False,True,False
chr7,45051553,45051880,Nanog_1k_peak_22352,302,.,13.46755,34.23037,30.23225,137,False,True,False
chr7,45691567,45691815,Nanog_1k_peak_22364,266,.,15.0466799999999,30.4951799999999,26.62217,131,True,False,True
chr7,45973133,45973349,Nanog_1k_peak_22375,379,.,17.704,42.21581,37.97107,98,False,False,True
chr7,45999861,46000032,Nanog_1k_peak_22377,206,.,10.35052,24.28677,20.63896,102,False,True,True
chr7,46034520,46034831,Nanog_1k_peak_22382,367,.,14.4942799999999,40.9848099999999,36.77719,118,False,False,True
chr7,46105978,46106229,Nanog_1k_peak_22384,368,.,18.27292,41.04858,36.83913,87,False,True,False
chr7,46209073,46209402,Nanog_1k_peak_22385,154,.,10.58946,18.88443,15.46318,99,False,True,True
chr7,46248106,46248432,Nanog_1k_peak_22386,1081,.,27.025,114.00796,108.13371,269,True,False,True
chr7,46340154,46340432,Nanog_1k_peak_22388,243,.,12.59183,28.15902,24.3689,196,False,True,False
chr7,46512625,46512863,Nanog_1k_peak_22391,159,.,11.2177,19.41903,15.97377,73,False,True,True
chr7,46530610,46530977,Nanog_1k_peak_22392,362,.,16.64684,40.42543,36.23428,209,False,False,True
chr7,46780405,46780570,Nanog_1k_peak_22395,308,.,14.60975,34.84982,30.83158,122,True,False,True
chr7,46998092,46998205,Nanog_1k_peak_22398,160,.,10.14584,19.53588,16.08546,62,False,True,False
chr7,47003498,47003696,Nanog_1k_peak_22399,148,.,10.4203,18.20427,14.81396,120,False,True,False
chr7,47820685,47820912,Nanog_1k_peak_22406,195,.,11.70337,23.16722,19.56339,95,True,True,False
chr7,47832570,47832653,Nanog_1k_peak_22407,185,.,12.42813,22.10219,18.5419299999999,35,True,True,False
chr7,47891694,47891955,Nanog_1k_peak_22408,145,.,10.45147,17.93742,14.55945,143,True,True,False
chr7,48263506,48263615,Nanog_1k_peak_22411,238,.,14.27399,27.58258,23.81244,58,False,True,False
chr7,48298231,48298411,Nanog_1k_peak_22414,301,.,16.4725,34.11814,30.12337,94,False,True,False
chr7,48395593,48395803,Nanog_1k_peak_22417,409,.,17.74028,45.25667,40.92438,89,False,False,True
chr7,48871134,48871392,Nanog_1k_peak_22428,460,.,11.64976,50.5843099999999,46.09021,180,True,False,True
chr7,48876951,48877343,Nanog_1k_peak_22429,350,.,14.72032,39.24473,35.08977,107,False,False,True
chr7,49283907,49284377,Nanog_1k_peak_22435,317,.,14.7339,35.74885,31.70188,262,False,False,True
chr7,49344489,49344700,Nanog_1k_peak_22436,163,.,11.1431399999999,19.8551799999999,16.39082,102,False,True,False
chr7,49447855,49448032,Nanog_1k_peak_22440,253,.,14.8946,29.17697,25.34994,93,True,True,False
chr7,49597898,49598183,Nanog_1k_peak_22441,273,.,12.16035,31.22567,27.32698,81,True,True,False
chr7,49659587,49659779,Nanog_1k_peak_22443,166,.,10.81893,20.16261,16.68537,84,True,True,False
chr7,50148597,50148804,Nanog_1k_peak_22445,270,.,14.96366,30.92635,27.03844,115,False,True,False
chr7,50544281,50544675,Nanog_1k_peak_22453,200,.,12.3023,23.65097,20.0278299999999,214,False,True,False
chr7,50631313,50631553,Nanog_1k_peak_22454,312,.,10.97333,35.2776,31.24561,162,False,True,True
chr7,50631878,50632267,Nanog_1k_peak_22455,552,.,15.7116899999999,59.98372,55.22636,174,False,False,True
chr7,50768068,50768293,Nanog_1k_peak_22456,321,.,17.64123,36.20445,32.14233,50,False,False,True
chr7,50815954,50816313,Nanog_1k_peak_22457,167,.,10.86621,20.24202,16.76145,58,False,True,False
chr7,50839510,50839759,Nanog_1k_peak_22460,194,.,12.20992,23.0037,19.40736,176,True,True,False
chr7,50941431,50941711,Nanog_1k_peak_22462,216,.,10.93109,25.31007,21.62345,148,True,False,True
chr7,51249478,51249787,Nanog_1k_peak_22466,259,.,14.32506,29.84239,25.99087,238,False,True,False
chr7,51260906,51260987,Nanog_1k_peak_22467,136,.,10.09785,16.94972,13.6172899999999,44,True,True,False
chr7,51393034,51393478,Nanog_1k_peak_22470,340,.,15.31651,38.15123,34.02807,299,False,False,True
chr7,51650710,51651206,Nanog_1k_peak_22480,354,.,10.6649,39.5883599999999,35.42241,176,False,True,False
chr7,51796894,51797194,Nanog_1k_peak_22483,171,.,11.33874,20.59866,17.10204,255,True,True,False
chr7,52481927,52482224,Nanog_1k_peak_22490,187,.,12.08049,22.3248,18.7557799999999,169,True,True,True
chr7,52498240,52498417,Nanog_1k_peak_22491,178,.,10.29498,21.3650299999999,17.83681,101,False,True,True
chr7,52499223,52499471,Nanog_1k_peak_22493,206,.,11.36864,24.29439,20.6462799999999,101,False,False,True
chr7,52708746,52709086,Nanog_1k_peak_22499,248,.,12.14526,28.64624,24.83793,172,False,False,True
chr7,52848209,52848549,Nanog_1k_peak_22506,258,.,11.3513899999999,29.73669,25.88886,191,False,True,False
chr7,53531420,53531760,Nanog_1k_peak_22522,205,.,12.30788,24.17954,20.53574,72,True,True,False
chr7,53538370,53538597,Nanog_1k_peak_22523,206,.,11.34868,24.2608399999999,20.61411,149,False,True,False
chr7,54196759,54196939,Nanog_1k_peak_22527,152,.,10.85055,18.69351,15.28012,88,False,False,True
chr7,54335092,54335207,Nanog_1k_peak_22529,167,.,11.49735,20.18769,16.70956,61,False,True,False
chr7,54606857,54607183,Nanog_1k_peak_22534,460,.,10.75278,50.55599,46.06281,208,True,True,True
chr7,54613225,54613605,Nanog_1k_peak_22537,463,.,10.43469,50.81111,46.30956,281,False,False,True
chr7,54682028,54682438,Nanog_1k_peak_22546,364,.,10.84857,40.67858,36.47961,308,False,True,True
chr7,54684867,54685248,Nanog_1k_peak_22547,501,.,13.80572,54.77934,50.16547,146,True,False,True
chr7,54710721,54711150,Nanog_1k_peak_22548,221,.,11.5908699999999,25.85013,22.14355,319,True,True,False
chr7,54790830,54791211,Nanog_1k_peak_22553,224,.,11.80711,26.2176799999999,22.49782,219,False,True,False
chr7,55499580,55499855,Nanog_1k_peak_22557,528,.,19.7805,57.58265,52.89323,153,False,False,True
chr7,55508079,55508383,Nanog_1k_peak_22558,395,.,15.6592799999999,43.85667,39.56469,127,False,False,True
chr7,55509002,55509140,Nanog_1k_peak_22559,231,.,11.17665,26.94577,23.19962,33,True,True,True
chr7,55527964,55528129,Nanog_1k_peak_22561,205,.,13.28357,24.22016,20.57495,99,False,True,True
chr7,55553899,55554158,Nanog_1k_peak_22563,251,.,11.24713,28.9191099999999,25.10132,203,True,False,True
chr7,55924007,55924424,Nanog_1k_peak_22566,376,.,17.09675,41.9182799999999,37.6813299999999,235,True,True,False
chr7,56196996,56197220,Nanog_1k_peak_22573,356,.,16.32196,39.87295,35.69828,139,False,False,True
chr7,56245837,56246246,Nanog_1k_peak_22574,149,.,10.2971,18.3829,14.98439,60,False,True,False
chr7,56413641,56413971,Nanog_1k_peak_22578,456,.,19.23923,50.14957,45.66956,145,False,False,True
chr7,56494909,56495208,Nanog_1k_peak_22583,561,.,17.6641,60.97829,56.19491,99,True,False,True
chr7,56576216,56576416,Nanog_1k_peak_22588,174,.,11.56071,20.988,17.47491,132,False,True,False
chr7,56766626,56766990,Nanog_1k_peak_22590,316,.,14.68417,35.66361,31.6191599999999,253,False,False,True
chr7,56835303,56835534,Nanog_1k_peak_22593,164,.,10.70251,19.9674899999999,16.49792,76,False,True,False
chr7,56894457,56894640,Nanog_1k_peak_22594,153,.,10.91007,18.80902,15.39101,35,False,True,False
chr7,58018263,58018606,Nanog_1k_peak_22609,327,.,15.7531799999999,36.7887599999999,32.70762,128,False,True,False
chr7,58729832,58730036,Nanog_1k_peak_22619,300,.,15.71553,34.04945,30.057,73,False,True,False
chr7,58827724,58828031,Nanog_1k_peak_22620,348,.,12.39648,38.97009,34.82335,225,True,True,True
chr7,58828369,58828576,Nanog_1k_peak_22621,656,.,18.74232,70.6636,65.62454,119,False,False,True
chr7,58835966,58836105,Nanog_1k_peak_22622,162,.,11.22262,19.66424,16.20802,75,False,True,True
chr7,59281089,59281295,Nanog_1k_peak_22631,346,.,16.55587,38.8427,34.6995299999999,78,False,False,True
chr7,59293204,59293413,Nanog_1k_peak_22632,151,.,10.39274,18.54625,15.1402399999999,134,True,True,True
chr7,59515865,59516026,Nanog_1k_peak_22635,147,.,10.56247,18.1446799999999,14.7568799999999,71,False,True,False
chr7,60160069,60160216,Nanog_1k_peak_22638,180,.,10.12975,21.63501,18.0956,42,True,False,True
chr7,60337023,60337198,Nanog_1k_peak_22641,691,.,26.9112099999999,74.322,69.18684,43,False,False,True
chr7,60551550,60551779,Nanog_1k_peak_22647,166,.,11.31213,20.158,16.68109,93,False,True,False
chr7,60644592,60644830,Nanog_1k_peak_22649,531,.,21.35041,57.8333,53.13569,61,False,False,True
chr7,60686841,60686991,Nanog_1k_peak_22650,189,.,11.95826,22.5712799999999,18.9924,49,False,True,True
chr7,61429149,61429546,Nanog_1k_peak_22660,300,.,14.12166,34.01487,30.02378,135,True,True,False
chr7,61996386,61996521,Nanog_1k_peak_22665,200,.,12.82842,23.66838,20.0445399999999,49,False,False,True
chr7,62208662,62208959,Nanog_1k_peak_22669,294,.,15.72165,33.42822,29.456,138,False,True,False
chr7,62316406,62316551,Nanog_1k_peak_22671,245,.,14.10679,28.31973,24.52335,40,False,True,False
chr7,62777771,62777987,Nanog_1k_peak_22676,206,.,11.03,24.3030799999999,20.65459,42,True,True,False
chr7,62861797,62862357,Nanog_1k_peak_22678,397,.,13.86621,44.07735,39.77876,409,True,False,True
chr7,62913185,62913487,Nanog_1k_peak_22679,152,.,10.85055,18.69351,15.28012,238,False,True,True
chr7,62936364,62936738,Nanog_1k_peak_22680,491,.,17.25678,53.75309,49.16814,298,False,False,True
chr7,63026215,63026638,Nanog_1k_peak_22681,691,.,18.85884,74.29099,69.15764,192,True,False,True
chr7,63233855,63233962,Nanog_1k_peak_22687,262,.,15.83985,30.07221,26.21333,44,True,False,True
chr7,63335542,63335877,Nanog_1k_peak_22690,202,.,12.12521,23.87266,20.2408799999999,211,False,True,False
chr7,63351716,63352137,Nanog_1k_peak_22691,155,.,10.39102,18.97899,15.55292,150,False,True,False
chr7,63476585,63476789,Nanog_1k_peak_22692,185,.,11.93551,22.07067,18.51222,64,True,False,True
chr7,63767620,63767860,Nanog_1k_peak_22695,166,.,11.28361,20.10666,16.63185,147,False,True,False
chr7,63820959,63821290,Nanog_1k_peak_22697,497,.,21.2457,54.37149,49.76958,165,False,False,True
chr7,64012374,64012565,Nanog_1k_peak_22699,162,.,11.34567,19.67976,16.22275,83,True,False,True
chr7,64598315,64598411,Nanog_1k_peak_22705,142,.,10.2627399999999,17.58985,14.22726,45,False,True,False
chr7,64971326,64971588,Nanog_1k_peak_22709,169,.,11.01057,20.48506,16.99372,166,False,True,False
chr7,65229914,65230312,Nanog_1k_peak_22715,661,.,20.27524,71.25488,66.19826,235,True,False,True
chr7,65940303,65940527,Nanog_1k_peak_22722,155,.,10.8481899999999,18.97149,15.54582,40,True,True,False
chr7,66047933,66048116,Nanog_1k_peak_22723,203,.,12.99605,23.97827,20.34218,83,False,True,False
chr7,66560492,66560830,Nanog_1k_peak_22727,151,.,10.60327,18.52949,15.1243299999999,30,False,True,False
chr7,66988594,66988702,Nanog_1k_peak_22733,209,.,13.47299,24.60675,20.94709,47,False,False,True
chr7,67215632,67215920,Nanog_1k_peak_22735,205,.,12.64352,24.23459,20.5887,208,False,False,True
chr7,67619500,67619592,Nanog_1k_peak_22742,150,.,10.73345,18.4684299999999,15.06561,25,False,True,False
chr7,68489630,68489783,Nanog_1k_peak_22752,148,.,10.4203,18.20427,14.81396,57,True,True,False
chr7,68719202,68719574,Nanog_1k_peak_22759,651,.,18.92287,70.20286,65.17406,261,True,False,True
chr7,69528755,69528927,Nanog_1k_peak_22769,167,.,11.49735,20.18769,16.70956,91,False,True,False
chr7,70236010,70236283,Nanog_1k_peak_22777,329,.,17.81973,37.0808599999999,32.99037,150,True,False,True
chr7,70478350,70478431,Nanog_1k_peak_22782,168,.,11.65137,20.35609,16.87034,53,True,True,False
chr7,70583598,70583742,Nanog_1k_peak_22783,145,.,10.24353,17.89375,14.51771,70,False,True,False
chr7,70730082,70730293,Nanog_1k_peak_22785,390,.,19.98134,43.35317,39.0746,90,True,False,True
chr7,71275673,71276027,Nanog_1k_peak_22789,301,.,13.4070299999999,34.12311,30.12828,104,False,True,False
chr7,71289675,71290008,Nanog_1k_peak_22790,229,.,12.81044,26.70657,22.96869,84,False,True,False
chr7,71295418,71295701,Nanog_1k_peak_22792,482,.,19.86915,52.82659,48.26882,140,False,True,False
chr7,71354712,71354984,Nanog_1k_peak_22793,474,.,20.31077,51.97945,47.44458,244,True,False,True
chr7,71845835,71846031,Nanog_1k_peak_22797,449,.,18.3531899999999,49.40742,44.94918,80,False,True,False
chr7,72061473,72061625,Nanog_1k_peak_22801,218,.,12.81543,25.57505,21.87939,82,False,True,False
chr7,72179939,72180056,Nanog_1k_peak_22804,160,.,11.27996,19.47709,16.02907,54,True,True,False
chr7,73818854,73819003,Nanog_1k_peak_22822,349,.,14.6121799999999,39.05101,34.90185,78,False,False,True
chr8,367165,367301,Nanog_1k_peak_22835,197,.,12.66506,23.36973,19.75807,59,False,True,False
chr8,367649,367774,Nanog_1k_peak_22836,167,.,11.34079,20.20971,16.73042,54,False,True,False
chr8,450685,450776,Nanog_1k_peak_22837,255,.,15.53516,29.33515,25.5025899999999,65,False,True,False
chr8,1266209,1266433,Nanog_1k_peak_22841,401,.,19.0218,44.44498,40.13572,75,False,True,False
chr8,1560624,1561200,Nanog_1k_peak_22844,629,.,15.7815299999999,67.92917,62.95868,376,False,False,True
chr8,2029106,2029234,Nanog_1k_peak_22849,152,.,10.87461,18.63797,15.22685,63,False,True,False
chr8,2616179,2616335,Nanog_1k_peak_22854,245,.,14.91951,28.36904,24.57126,87,False,False,True
chr8,2642101,2642302,Nanog_1k_peak_22855,293,.,16.01771,33.32737,29.35796,128,True,True,True
chr8,2804762,2805150,Nanog_1k_peak_22856,449,.,17.90912,49.41445,44.95585,188,False,False,True
chr8,3082306,3082586,Nanog_1k_peak_22860,798,.,19.1667,85.23057,79.85825,222,False,False,True
chr8,3200631,3200883,Nanog_1k_peak_22861,185,.,11.40458,22.13952,18.57779,202,False,True,False
chr8,4149173,4149465,Nanog_1k_peak_22867,170,.,10.46628,20.58018,17.08444,155,False,True,False
chr8,4368989,4369213,Nanog_1k_peak_22869,353,.,17.37174,39.51972,35.3559099999999,80,True,False,True
chr8,4393996,4394380,Nanog_1k_peak_22870,289,.,15.01937,32.8763,28.92405,346,False,True,True
chr8,4760738,4760851,Nanog_1k_peak_22871,152,.,10.87461,18.63797,15.22685,50,False,True,False
chr8,5190806,5191087,Nanog_1k_peak_22876,258,.,14.60477,29.73381,25.88639,164,False,True,False
chr8,5219713,5219946,Nanog_1k_peak_22877,189,.,11.90373,22.4781,18.90297,134,False,True,False
chr8,5506554,5506757,Nanog_1k_peak_22880,156,.,11.03108,19.04629,15.61751,120,True,False,True
chr8,5932598,5932723,Nanog_1k_peak_22885,227,.,13.36059,26.4983,22.76793,70,True,True,False
chr8,6108641,6108792,Nanog_1k_peak_22888,221,.,13.9435,25.80869,22.10402,111,False,True,False
chr8,6121796,6122165,Nanog_1k_peak_22889,182,.,11.76607,21.77583,18.23019,197,True,True,False
chr8,6472708,6473107,Nanog_1k_peak_22893,229,.,12.46343,26.7208,22.98254,81,True,False,True
chr8,6824890,6825109,Nanog_1k_peak_22895,148,.,10.44605,18.2498,14.85711,46,False,True,False
chr8,7321009,7321321,Nanog_1k_peak_22898,590,.,19.13491,63.89853,59.03586,145,False,False,True
chr8,7565264,7565513,Nanog_1k_peak_22900,186,.,10.15434,22.23281,18.66716,153,False,False,True
chr8,7783465,7783647,Nanog_1k_peak_22904,168,.,11.20428,20.36494,16.87868,39,False,True,False
chr8,7975585,7975720,Nanog_1k_peak_22907,368,.,20.14215,41.09414,36.88269,45,False,True,False
chr8,8350221,8350301,Nanog_1k_peak_22915,148,.,10.44605,18.2498,14.85711,42,False,True,False
chr8,8453836,8454167,Nanog_1k_peak_22916,146,.,10.50668,18.0402299999999,14.65726,239,True,True,False
chr8,8907561,8907787,Nanog_1k_peak_22923,441,.,14.9881,48.5434599999999,44.11111,112,True,False,True
