chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr4,42500000,42600000,256-cell,
chr4,42600000,42700000,non binding,
chr4,42700000,42800000,non binding,
chr4,42800000,42900000,256-cell,
chr4,42900000,43000000,non binding,
chr4,43000000,43100000,256-cell,
chr4,43100000,43200000,1k-cell new,
chr4,43200000,43300000,non binding,
chr4,43300000,43400000,non binding,
chr4,43400000,43500000,non binding,
chr4,43500000,43600000,non binding,
chr4,43600000,43700000,dome new,
chr4,43700000,43800000,1k-cell new,
chr4,43800000,43900000,non binding,
chr4,43900000,44000000,non binding,
chr4,44000000,44100000,non binding,
chr4,44100000,44200000,non binding,
chr4,44200000,44300000,non binding,
chr4,44300000,44400000,256-cell,
chr4,44400000,44500000,1k-cell new,
chr4,44500000,44600000,dome new,
chr4,44600000,44700000,non binding,
chr4,44700000,44800000,non binding,
chr4,44800000,44900000,non binding,
chr4,44900000,45000000,1k-cell new,
chr4,45000000,45100000,non binding,
chr4,45100000,45200000,dome new,
chr4,45200000,45300000,non binding,
chr4,45300000,45400000,non binding,
chr4,45400000,45500000,non binding,
chr4,45500000,45600000,dome new,
chr4,45600000,45700000,1k-cell new,
chr4,45700000,45800000,dome new,
chr4,45800000,45900000,dome new,
chr4,45900000,46000000,non binding,
chr4,46000000,46100000,256-cell,
chr4,46100000,46200000,non binding,
chr4,46200000,46300000,non binding,
chr4,46300000,46400000,1k-cell new,
chr4,46400000,46500000,256-cell,
chr4,46500000,46600000,dome new,
chr4,46600000,46700000,256-cell,
chr4,46700000,46800000,dome new,
chr4,46800000,46900000,non binding,
chr4,46900000,47000000,non binding,
chr4,47000000,47100000,non binding,
chr4,47100000,47200000,non binding,
chr4,47200000,47300000,1k-cell new,
chr4,47300000,47400000,non binding,
chr4,47400000,47500000,dome new,
chr4,47500000,47600000,dome new,
chr4,47600000,47700000,256-cell,
chr4,47700000,47800000,non binding,
chr4,47800000,47900000,non binding,
chr4,47900000,48000000,non binding,
chr4,48000000,48100000,1k-cell new,
chr4,48100000,48200000,256-cell,
chr4,48200000,48300000,non binding,
chr4,48300000,48400000,non binding,
chr4,48400000,48500000,256-cell,
chr4,48500000,48600000,non binding,
chr4,48600000,48700000,non binding,
chr4,48700000,48800000,non binding,
chr4,48800000,48900000,1k-cell new,
chr4,48900000,49000000,non binding,
chr4,49000000,49100000,dome new,
chr4,49100000,49200000,256-cell,
chr4,49200000,49300000,non binding,
chr4,49300000,49400000,non binding,
chr4,49400000,49500000,1k-cell new,
chr4,49500000,49600000,non binding,
chr4,49600000,49700000,non binding,
chr4,49700000,49800000,1k-cell new,
chr4,49800000,49900000,non binding,
chr4,49900000,50000000,256-cell,
chr4,50000000,50100000,256-cell,
chr4,50100000,50200000,non binding,
chr4,50200000,50300000,non binding,
chr4,50300000,50400000,256-cell,
chr4,50400000,50500000,dome new,
chr4,50500000,50600000,non binding,
chr4,50600000,50700000,non binding,
chr4,50700000,50800000,non binding,
chr4,50800000,50900000,non binding,
chr4,50900000,51000000,dome new,
chr4,51000000,51100000,non binding,
chr4,51100000,51200000,non binding,
chr4,51200000,51300000,1k-cell new,
chr4,51300000,51400000,dome new,
chr4,51400000,51500000,dome new,
chr4,51500000,51600000,non binding,
chr4,51600000,51700000,256-cell,
chr4,51700000,51800000,non binding,
chr4,51800000,51900000,non binding,
chr4,51900000,52000000,non binding,
chr4,52000000,52100000,non binding,
chr4,52100000,52200000,non binding,
chr4,52200000,52300000,non binding,
chr4,52300000,52400000,1k-cell new,
chr4,52400000,52500000,1k-cell new,
chr4,52500000,52600000,256-cell,
chr4,52600000,52700000,non binding,
chr4,52700000,52800000,1k-cell new,
chr4,52800000,52900000,1k-cell new,
chr4,52900000,53000000,non binding,
chr4,53000000,53100000,non binding,
chr4,53100000,53200000,non binding,
chr4,53200000,53300000,256-cell,
chr4,53300000,53400000,non binding,
chr4,53400000,53500000,non binding,
chr4,53500000,53600000,256-cell,
chr4,53600000,53700000,1k-cell new,
chr4,53700000,53800000,256-cell,
chr4,53800000,53900000,dome new,
chr4,53900000,54000000,non binding,
chr4,54000000,54100000,non binding,
chr4,54100000,54200000,non binding,
chr4,54200000,54300000,256-cell,
chr4,54300000,54400000,non binding,
chr4,54400000,54500000,non binding,
chr4,54500000,54600000,non binding,
chr4,54600000,54700000,1k-cell new,
chr4,54700000,54800000,non binding,
chr4,54800000,54900000,non binding,
chr4,54900000,55000000,non binding,
chr4,55000000,55100000,non binding,
chr4,55100000,55200000,non binding,
chr4,55200000,55300000,1k-cell new,
chr4,55300000,55400000,dome new,
chr4,55400000,55500000,1k-cell new,
chr4,55500000,55600000,non binding,
chr4,55600000,55700000,dome new,
chr4,55700000,55800000,256-cell,
chr4,55800000,55900000,non binding,
chr4,55900000,56000000,non binding,
chr4,56000000,56100000,dome new,
chr4,56100000,56200000,non binding,
chr4,56200000,56300000,non binding,
chr4,56300000,56400000,non binding,
chr4,56400000,56500000,non binding,
chr4,56500000,56600000,non binding,
chr4,56600000,56700000,non binding,
chr4,56700000,56800000,256-cell,
chr4,56800000,56900000,256-cell,
chr4,56900000,57000000,non binding,
chr4,57000000,57100000,1k-cell new,
chr4,57100000,57200000,non binding,
chr4,57200000,57300000,dome new,
chr4,57300000,57400000,256-cell,
chr4,57400000,57500000,256-cell,
chr4,57500000,57600000,non binding,
chr4,57600000,57700000,non binding,
chr4,57700000,57800000,non binding,
chr4,57800000,57900000,non binding,
chr4,57900000,58000000,non binding,
chr4,58000000,58100000,non binding,
chr4,58100000,58200000,non binding,
chr4,58200000,58300000,256-cell,
chr4,58300000,58400000,non binding,
chr4,58400000,58500000,non binding,
chr4,58500000,58600000,dome new,
chr4,58600000,58700000,256-cell,
chr4,58700000,58800000,non binding,
chr4,58800000,58900000,non binding,
chr4,58900000,59000000,non binding,
chr4,59000000,59100000,non binding,
chr4,59100000,59200000,non binding,
chr4,59200000,59300000,256-cell,
chr4,59300000,59400000,256-cell,
chr4,59400000,59500000,non binding,
chr4,59500000,59600000,non binding,
chr4,59600000,59700000,non binding,
chr4,59700000,59800000,non binding,
chr4,59800000,59900000,256-cell,
chr4,59900000,60000000,non binding,
chr4,60000000,60100000,non binding,
chr4,60100000,60200000,non binding,
chr4,60200000,60300000,non binding,
chr4,60300000,60400000,non binding,
chr4,60400000,60500000,non binding,
chr4,60500000,60600000,1k-cell new,
chr4,60600000,60700000,1k-cell new,
chr4,60700000,60800000,non binding,
chr4,60800000,60900000,non binding,
chr4,60900000,61000000,non binding,
chr4,61000000,61100000,non binding,
chr4,61100000,61200000,dome new,
chr4,61200000,61300000,non binding,
chr4,61300000,61400000,non binding,
chr4,61400000,61500000,non binding,
chr4,61500000,61600000,non binding,
chr4,61600000,61700000,non binding,
chr4,61700000,61800000,non binding,
chr4,61800000,61900000,non binding,
chr4,61900000,62000000,non binding,
chr4,62000000,62100000,non binding,
chr4,62100000,62200000,non binding,
chr4,62200000,62300000,non binding,
chr4,62300000,62400000,non binding,
chr4,62400000,62500000,non binding,
chr4,62500000,62600000,256-cell,
chr4,62600000,62700000,non binding,
chr4,62700000,62800000,non binding,
chr4,62800000,62900000,1k-cell new,
chr4,62900000,63000000,non binding,
chr4,63000000,63100000,non binding,
chr4,63100000,63200000,non binding,
chr4,63200000,63300000,256-cell,
chr4,63300000,63400000,non binding,
chr4,63400000,63500000,non binding,
chr4,63500000,63600000,1k-cell new,
chr4,63600000,63700000,non binding,
chr4,63700000,63800000,non binding,
chr4,63800000,63900000,non binding,
chr4,63900000,64000000,1k-cell new,
chr4,64000000,64100000,256-cell,
chr4,64100000,64200000,256-cell,
chr4,64200000,64300000,non binding,
chr4,64300000,64400000,non binding,
chr4,64400000,64500000,non binding,
chr4,64500000,64600000,non binding,
chr4,64600000,64700000,non binding,
chr4,64700000,64800000,256-cell,
chr4,64800000,64900000,non binding,
chr4,64900000,65000000,non binding,
chr4,65000000,65100000,non binding,
chr4,65100000,65200000,256-cell,
chr4,65200000,65300000,256-cell,
chr4,65300000,65400000,non binding,
chr4,65400000,65500000,non binding,
chr4,65500000,65600000,non binding,
chr4,65600000,65700000,non binding,
chr4,65700000,65800000,non binding,
chr4,65800000,65900000,non binding,
chr4,65900000,66000000,non binding,
chr4,66000000,66100000,non binding,
chr4,66100000,66200000,non binding,
chr4,66200000,66300000,non binding,
chr4,66300000,66400000,non binding,
chr4,66400000,66500000,non binding,
chr4,66500000,66600000,non binding,
chr4,66600000,66700000,non binding,
chr4,66700000,66800000,non binding,
chr4,66800000,66900000,non binding,
chr4,66900000,67000000,non binding,
chr4,67000000,67100000,non binding,
chr4,67100000,67200000,non binding,
chr4,67200000,67300000,non binding,
chr4,67300000,67400000,non binding,
chr4,67400000,67500000,non binding,
chr4,67500000,67600000,non binding,
chr4,67600000,67700000,dome new,
chr4,67700000,67800000,non binding,
chr4,67800000,67900000,non binding,
chr4,67900000,68000000,non binding,
chr4,68000000,68100000,non binding,
chr4,68100000,68200000,non binding,
chr4,68200000,68300000,non binding,
chr4,68300000,68400000,non binding,
chr4,68400000,68500000,non binding,
chr4,68500000,68600000,non binding,
chr4,68600000,68700000,non binding,
chr4,68700000,68800000,non binding,
chr4,68800000,68900000,non binding,
chr4,68900000,69000000,non binding,
chr4,69000000,69100000,1k-cell new,
chr4,69100000,69200000,non binding,
chr4,69200000,69300000,non binding,
chr4,69300000,69400000,non binding,
chr4,69400000,69500000,non binding,
chr4,69500000,69600000,non binding,
chr4,69600000,69700000,non binding,
chr4,69700000,69800000,256-cell,
chr4,69800000,69900000,non binding,
chr4,69900000,70000000,non binding,
chr4,70000000,70100000,non binding,
chr4,70100000,70200000,non binding,
chr4,70200000,70300000,non binding,
chr4,70300000,70400000,non binding,
chr4,70400000,70500000,dome new,
chr4,70500000,70600000,non binding,
chr4,70600000,70700000,dome new,
chr4,70700000,70800000,dome new,
chr4,70800000,70900000,dome new,
chr4,70900000,71000000,non binding,
chr4,71000000,71100000,non binding,
chr4,71100000,71200000,non binding,
chr4,71200000,71300000,non binding,
chr4,71300000,71400000,non binding,
chr4,71400000,71500000,dome new,
chr4,71500000,71600000,non binding,
chr4,71600000,71700000,non binding,
chr4,71700000,71800000,non binding,
chr4,71800000,71900000,non binding,
chr4,71900000,72000000,non binding,
chr4,72000000,72100000,non binding,
chr4,72100000,72200000,non binding,
chr4,72200000,72300000,non binding,
chr4,72300000,72400000,non binding,
chr4,72400000,72500000,non binding,
chr4,72500000,72600000,non binding,
chr4,72600000,72700000,non binding,
chr4,72700000,72800000,non binding,
chr4,72800000,72900000,non binding,
chr4,72900000,73000000,non binding,
chr4,73000000,73100000,non binding,
chr4,73100000,73200000,non binding,
chr4,73200000,73300000,non binding,
chr4,73300000,73400000,dome new,
chr4,73400000,73500000,non binding,
chr4,73500000,73600000,non binding,
chr4,73600000,73700000,non binding,
chr4,73700000,73800000,non binding,
chr4,73800000,73900000,non binding,
chr4,73900000,74000000,non binding,
chr4,74000000,74100000,non binding,
chr4,74100000,74200000,non binding,
chr4,74200000,74300000,non binding,
chr4,74300000,74400000,non binding,
chr4,74400000,74498832,non binding,
chr5,0,100000,non binding,-3.0361599999999997
chr5,100000,200000,non binding,-3.41163
chr5,200000,300000,dome new,-3.5896800000000004
chr5,300000,400000,dome new,-3.6017900000000003
chr5,400000,500000,dome new,-3.25805
chr5,500000,600000,1k-cell new,-1.84858
chr5,600000,700000,non binding,-0.58636
chr5,700000,800000,non binding,-0.38276
chr5,800000,900000,non binding,-0.66647
chr5,900000,1000000,non binding,-1.09483
chr5,1000000,1100000,1k-cell new,-1.16264
chr5,1100000,1200000,non binding,0.0
chr5,1200000,1300000,256-cell,-1.47579
chr5,1300000,1400000,non binding,-1.891
chr5,1400000,1500000,non binding,-2.24182
chr5,1500000,1600000,non binding,-2.46885
chr5,1600000,1700000,non binding,-2.47372
chr5,1700000,1800000,1k-cell new,-2.43978
chr5,1800000,1900000,non binding,-1.8755099999999998
chr5,1900000,2000000,256-cell,-1.27229
chr5,2000000,2100000,non binding,-1.45464
chr5,2100000,2200000,non binding,-2.10747
chr5,2200000,2300000,non binding,-2.31981
chr5,2300000,2400000,non binding,-2.1131900000000003
chr5,2400000,2500000,non binding,-1.8992099999999998
chr5,2500000,2600000,non binding,-1.7426
chr5,2600000,2700000,non binding,-1.40373
chr5,2700000,2800000,256-cell,-1.32318
chr5,2800000,2900000,1k-cell new,-1.4659
chr5,2900000,3000000,non binding,-1.63047
chr5,3000000,3100000,non binding,-1.42937
chr5,3100000,3200000,non binding,-1.24185
chr5,3200000,3300000,256-cell,-0.9586389999999999
chr5,3300000,3400000,non binding,-0.753797
chr5,3400000,3500000,non binding,-0.7201770000000001
chr5,3500000,3600000,1k-cell new,-0.979816
chr5,3600000,3700000,1k-cell new,-1.27338
chr5,3700000,3800000,256-cell,-1.3905299999999998
chr5,3800000,3900000,non binding,-1.34195
chr5,3900000,4000000,non binding,-1.25906
chr5,4000000,4100000,dome new,-1.04751
chr5,4100000,4200000,non binding,-0.921585
chr5,4200000,4300000,256-cell,-0.581095
chr5,4300000,4400000,non binding,-0.222504
chr5,4400000,4500000,256-cell,-0.17066900000000002
chr5,4500000,4600000,non binding,-0.260446
chr5,4600000,4700000,non binding,-0.9020540000000001
chr5,4700000,4800000,non binding,-1.43135
chr5,4800000,4900000,non binding,-1.42109
chr5,4900000,5000000,non binding,-1.21251
chr5,5000000,5100000,non binding,-1.01867
chr5,5100000,5200000,non binding,-1.02431
chr5,5200000,5300000,non binding,-1.01671
chr5,5300000,5400000,non binding,-1.52352
chr5,5400000,5500000,non binding,-1.9801
chr5,5500000,5600000,non binding,-2.1010400000000002
chr5,5600000,5700000,non binding,-1.9620099999999998
chr5,5700000,5800000,1k-cell new,-1.8669200000000001
chr5,5800000,5900000,dome new,-1.70767
chr5,5900000,6000000,dome new,-1.49729
chr5,6000000,6100000,non binding,-1.27672
chr5,6100000,6200000,non binding,-1.25035
chr5,6200000,6300000,non binding,-1.2424
chr5,6300000,6400000,non binding,-1.13076
chr5,6400000,6500000,non binding,-1.4393
chr5,6500000,6600000,dome new,-1.19684
chr5,6600000,6700000,256-cell,-1.06065
chr5,6700000,6800000,non binding,-1.02421
chr5,6800000,6900000,non binding,-0.8438209999999999
chr5,6900000,7000000,non binding,-0.753321
chr5,7000000,7100000,non binding,-1.2485600000000001
chr5,7100000,7200000,dome new,-1.85843
chr5,7200000,7300000,non binding,-2.00327
chr5,7300000,7400000,non binding,-1.5548899999999999
chr5,7400000,7500000,dome new,-1.55024
chr5,7500000,7600000,non binding,-1.69543
chr5,7600000,7700000,non binding,-1.72813
chr5,7700000,7800000,non binding,-1.82408
chr5,7800000,7900000,non binding,-1.81962
chr5,7900000,8000000,non binding,-1.16924
chr5,8000000,8100000,1k-cell new,-0.393152
chr5,8100000,8200000,non binding,-0.05966130000000001
chr5,8200000,8300000,non binding,0.07135269999999999
chr5,8300000,8400000,non binding,-0.038928899999999995
chr5,8400000,8500000,non binding,-0.223646
chr5,8500000,8600000,dome new,-0.32771100000000003
chr5,8600000,8700000,non binding,-0.36233000000000004
chr5,8700000,8800000,non binding,-0.44292600000000004
chr5,8800000,8900000,non binding,-0.539417
chr5,8900000,9000000,non binding,-0.306135
chr5,9000000,9100000,non binding,0.101871
chr5,9100000,9200000,non binding,0.35451
chr5,9200000,9300000,non binding,0.097256
chr5,9300000,9400000,non binding,-0.264414
chr5,9400000,9500000,non binding,-0.40319299999999997
chr5,9500000,9600000,non binding,-0.571759
chr5,9600000,9700000,non binding,-0.811024
chr5,9700000,9800000,non binding,-0.902912
chr5,9800000,9900000,non binding,-0.802186
chr5,9900000,10000000,non binding,-0.384264
chr5,10000000,10100000,dome new,0.11371099999999999
chr5,10100000,10200000,1k-cell new,0.017078799999999998
chr5,10200000,10300000,1k-cell new,-0.6339130000000001
chr5,10300000,10400000,non binding,-1.2691700000000001
chr5,10400000,10500000,256-cell,-1.2599799999999999
chr5,10500000,10600000,non binding,-0.745582
chr5,10600000,10700000,non binding,-0.431612
chr5,10700000,10800000,non binding,-0.375888
chr5,10800000,10900000,non binding,-0.43296
chr5,10900000,11000000,1k-cell new,-0.712338
chr5,11000000,11100000,non binding,-1.06931
chr5,11100000,11200000,non binding,-1.09721
chr5,11200000,11300000,non binding,-0.679776
chr5,11300000,11400000,non binding,-0.326842
chr5,11400000,11500000,1k-cell new,-0.33458699999999997
chr5,11500000,11600000,non binding,-0.328137
chr5,11600000,11700000,non binding,-0.316808
chr5,11700000,11800000,non binding,-0.08787139999999999
chr5,11800000,11900000,dome new,0.150145
chr5,11900000,12000000,non binding,0.00325617
chr5,12000000,12100000,non binding,-0.312157
chr5,12100000,12200000,non binding,-0.45601
chr5,12200000,12300000,dome new,-0.617922
chr5,12300000,12400000,non binding,-0.720784
chr5,12400000,12500000,non binding,0.00155212
chr5,12500000,12600000,non binding,0.7149369999999999
chr5,12600000,12700000,non binding,0.666189
chr5,12700000,12800000,non binding,0.53583
chr5,12800000,12900000,dome new,0.770804
chr5,12900000,13000000,dome new,0.9005690000000001
chr5,13000000,13100000,256-cell,0.756803
chr5,13100000,13200000,non binding,0.96698
chr5,13200000,13300000,dome new,1.66988
chr5,13300000,13400000,non binding,1.90372
chr5,13400000,13500000,1k-cell new,1.31475
chr5,13500000,13600000,1k-cell new,0.766792
chr5,13600000,13700000,256-cell,0.737293
chr5,13700000,13800000,dome new,1.07018
chr5,13800000,13900000,dome new,1.09015
chr5,13900000,14000000,dome new,0.426176
chr5,14000000,14100000,non binding,-0.43576400000000004
chr5,14100000,14200000,non binding,-0.835277
chr5,14200000,14300000,dome new,-0.709838
chr5,14300000,14400000,256-cell,-0.47808900000000004
chr5,14400000,14500000,dome new,-0.27588
chr5,14500000,14600000,dome new,-0.35893200000000003
chr5,14600000,14700000,256-cell,-0.544664
chr5,14700000,14800000,non binding,-0.46804300000000004
chr5,14800000,14900000,1k-cell new,-0.175549
chr5,14900000,15000000,non binding,0.08572360000000001
chr5,15000000,15100000,1k-cell new,0.195234
chr5,15100000,15200000,non binding,0.320116
chr5,15200000,15300000,1k-cell new,0.199475
chr5,15300000,15400000,dome new,-0.319132
chr5,15400000,15500000,dome new,-0.531148
chr5,15500000,15600000,non binding,-0.23842600000000003
chr5,15600000,15700000,dome new,0.144375
chr5,15700000,15800000,dome new,0.45042299999999996
chr5,15800000,15900000,non binding,0.567167
chr5,15900000,16000000,1k-cell new,0.5947680000000001
chr5,16000000,16100000,dome new,0.34924299999999997
chr5,16100000,16200000,1k-cell new,0.056528499999999995
chr5,16200000,16300000,non binding,-0.210679
chr5,16300000,16400000,non binding,-0.479396
chr5,16400000,16500000,dome new,-0.549849
chr5,16500000,16600000,non binding,-0.32012199999999996
chr5,16600000,16700000,dome new,0.310053
chr5,16700000,16800000,non binding,0.6637029999999999
chr5,16800000,16900000,non binding,0.44333599999999995
chr5,16900000,17000000,1k-cell new,0.311656
chr5,17000000,17100000,non binding,0.162583
chr5,17100000,17200000,256-cell,-0.322711
chr5,17200000,17300000,non binding,-0.8572129999999999
chr5,17300000,17400000,256-cell,-1.3460299999999998
chr5,17400000,17500000,256-cell,-1.4472399999999999
chr5,17500000,17600000,1k-cell new,-1.38324
chr5,17600000,17700000,non binding,-1.46307
chr5,17700000,17800000,dome new,-1.26168
chr5,17800000,17900000,dome new,-0.770783
chr5,17900000,18000000,256-cell,-0.35397199999999995
chr5,18000000,18100000,256-cell,-0.22864
chr5,18100000,18200000,256-cell,-0.5160239999999999
chr5,18200000,18300000,1k-cell new,-0.6901510000000001
chr5,18300000,18400000,1k-cell new,-0.7661899999999999
chr5,18400000,18500000,non binding,-0.963126
chr5,18500000,18600000,non binding,-1.09691
chr5,18600000,18700000,non binding,-0.690295
chr5,18700000,18800000,256-cell,-0.00847715
chr5,18800000,18900000,1k-cell new,0.350598
chr5,18900000,19000000,non binding,0.659553
chr5,19000000,19100000,dome new,0.849317
chr5,19100000,19200000,dome new,0.914573
chr5,19200000,19300000,1k-cell new,0.8047300000000001
chr5,19300000,19400000,non binding,0.42135600000000006
chr5,19400000,19500000,1k-cell new,-0.149239
chr5,19500000,19600000,dome new,-0.753718
chr5,19600000,19700000,1k-cell new,-0.997619
chr5,19700000,19800000,1k-cell new,-0.6983229999999999
chr5,19800000,19900000,non binding,0.186525
chr5,19900000,20000000,dome new,0.7601060000000001
chr5,20000000,20100000,1k-cell new,1.0011299999999999
chr5,20100000,20200000,1k-cell new,1.17913
chr5,20200000,20300000,non binding,0.795339
chr5,20300000,20400000,1k-cell new,0.377632
chr5,20400000,20500000,dome new,0.39766999999999997
chr5,20500000,20600000,non binding,0.440538
chr5,20600000,20700000,non binding,0.7215090000000001
chr5,20700000,20800000,dome new,1.15182
chr5,20800000,20900000,non binding,1.33762
chr5,20900000,21000000,non binding,1.43575
chr5,21000000,21100000,256-cell,1.5921
chr5,21100000,21200000,1k-cell new,1.33245
chr5,21200000,21300000,256-cell,0.656215
chr5,21300000,21400000,non binding,-0.0215534
chr5,21400000,21500000,non binding,-0.132874
chr5,21500000,21600000,non binding,0.144376
chr5,21600000,21700000,dome new,0.0171488
chr5,21700000,21800000,non binding,-0.356603
chr5,21800000,21900000,non binding,-0.161894
chr5,21900000,22000000,256-cell,0.316459
chr5,22000000,22100000,256-cell,0.753286
chr5,22100000,22200000,dome new,1.02836
chr5,22200000,22300000,dome new,1.06295
chr5,22300000,22400000,1k-cell new,0.8231209999999999
chr5,22400000,22500000,non binding,0.957311
chr5,22500000,22600000,1k-cell new,1.7838
chr5,22600000,22700000,1k-cell new,2.15863
chr5,22700000,22800000,256-cell,1.7379900000000001
chr5,22800000,22900000,non binding,1.06409
chr5,22900000,23000000,1k-cell new,0.697446
chr5,23000000,23100000,1k-cell new,0.514274
chr5,23100000,23200000,256-cell,0.5089739999999999
chr5,23200000,23300000,non binding,0.5758840000000001
chr5,23300000,23400000,dome new,0.25804099999999996
chr5,23400000,23500000,non binding,0.043664999999999995
chr5,23500000,23600000,1k-cell new,0.506339
chr5,23600000,23700000,256-cell,1.47971
chr5,23700000,23800000,non binding,2.3324700000000003
chr5,23800000,23900000,non binding,2.4363900000000003
chr5,23900000,24000000,non binding,2.21477
chr5,24000000,24100000,dome new,2.14413
chr5,24100000,24200000,non binding,1.8102099999999999
chr5,24200000,24300000,256-cell,1.00155
chr5,24300000,24400000,1k-cell new,-0.11601099999999999
chr5,24400000,24500000,1k-cell new,-0.578026
chr5,24500000,24600000,dome new,-0.26285
chr5,24600000,24700000,non binding,0.15669
chr5,24700000,24800000,non binding,0.578026
chr5,24800000,24900000,dome new,0.629429
chr5,24900000,25000000,non binding,0.333021
chr5,25000000,25100000,dome new,0.3784
chr5,25100000,25200000,non binding,0.49529799999999996
chr5,25200000,25300000,1k-cell new,0.583001
chr5,25300000,25400000,non binding,0.635231
chr5,25400000,25500000,256-cell,0.6967899999999999
chr5,25500000,25600000,1k-cell new,0.656267
chr5,25600000,25700000,dome new,0.915575
chr5,25700000,25800000,256-cell,0.941399
chr5,25800000,25900000,1k-cell new,0.319415
chr5,25900000,26000000,non binding,0.0463239
chr5,26000000,26100000,1k-cell new,0.604215
chr5,26100000,26200000,1k-cell new,1.23286
chr5,26200000,26300000,dome new,1.0106899999999999
chr5,26300000,26400000,1k-cell new,0.343113
chr5,26400000,26500000,dome new,-0.108831
chr5,26500000,26600000,dome new,-0.195209
chr5,26600000,26700000,dome new,0.400219
chr5,26700000,26800000,dome new,1.47652
chr5,26800000,26900000,1k-cell new,2.04657
chr5,26900000,27000000,dome new,1.57681
chr5,27000000,27100000,non binding,0.7787609999999999
chr5,27100000,27200000,non binding,0.465351
chr5,27200000,27300000,1k-cell new,0.632037
chr5,27300000,27400000,non binding,0.9891780000000001
chr5,27400000,27500000,256-cell,1.25504
chr5,27500000,27600000,256-cell,1.25167
chr5,27600000,27700000,1k-cell new,1.14699
chr5,27700000,27800000,dome new,1.06739
chr5,27800000,27900000,non binding,1.02716
chr5,27900000,28000000,dome new,1.09869
chr5,28000000,28100000,non binding,1.28245
chr5,28100000,28200000,dome new,1.37873
chr5,28200000,28300000,dome new,1.35246
chr5,28300000,28400000,256-cell,1.0530700000000002
chr5,28400000,28500000,dome new,0.5956060000000001
chr5,28500000,28600000,1k-cell new,0.155879
chr5,28600000,28700000,non binding,-0.309288
chr5,28700000,28800000,non binding,-0.399214
chr5,28800000,28900000,non binding,-0.114946
chr5,28900000,29000000,256-cell,0.446254
chr5,29000000,29100000,1k-cell new,0.86982
chr5,29100000,29200000,dome new,0.9956219999999999
chr5,29200000,29300000,1k-cell new,0.7378060000000001
chr5,29300000,29400000,dome new,0.609206
chr5,29400000,29500000,1k-cell new,0.987859
chr5,29500000,29600000,non binding,1.52556
chr5,29600000,29700000,256-cell,1.69661
chr5,29700000,29800000,256-cell,1.91514
chr5,29800000,29900000,dome new,1.9061
chr5,29900000,30000000,dome new,1.34207
chr5,30000000,30100000,1k-cell new,0.874346
chr5,30100000,30200000,256-cell,0.44426800000000005
chr5,30200000,30300000,1k-cell new,0.20834299999999997
chr5,30300000,30400000,256-cell,0.33268000000000003
chr5,30400000,30500000,1k-cell new,0.766147
chr5,30500000,30600000,256-cell,1.66412
chr5,30600000,30700000,non binding,2.05254
chr5,30700000,30800000,256-cell,1.84745
chr5,30800000,30900000,256-cell,1.43001
chr5,30900000,31000000,256-cell,1.24272
chr5,31000000,31100000,1k-cell new,0.789966
chr5,31100000,31200000,dome new,0.346968
chr5,31200000,31300000,1k-cell new,0.333014
chr5,31300000,31400000,1k-cell new,0.369804
chr5,31400000,31500000,dome new,0.348656
chr5,31500000,31600000,256-cell,0.167453
chr5,31600000,31700000,non binding,0.13014
chr5,31700000,31800000,1k-cell new,0.420113
chr5,31800000,31900000,non binding,0.699437
chr5,31900000,32000000,dome new,1.08056
chr5,32000000,32100000,256-cell,1.39583
chr5,32100000,32200000,dome new,1.2772299999999999
chr5,32200000,32300000,non binding,0.9745149999999999
chr5,32300000,32400000,dome new,0.938895
chr5,32400000,32500000,non binding,0.49591499999999994
chr5,32500000,32600000,dome new,-0.26968400000000003
chr5,32600000,32700000,256-cell,-0.27049
chr5,32700000,32800000,1k-cell new,0.611187
chr5,32800000,32900000,dome new,1.1063399999999999
chr5,32900000,33000000,dome new,0.7287600000000001
chr5,33000000,33100000,1k-cell new,0.32609299999999997
chr5,33100000,33200000,non binding,0.398816
chr5,33200000,33300000,256-cell,1.0552700000000002
chr5,33300000,33400000,dome new,1.75662
chr5,33400000,33500000,1k-cell new,1.61558
chr5,33500000,33600000,dome new,0.8526239999999999
chr5,33600000,33700000,256-cell,0.0872059
chr5,33700000,33800000,dome new,-0.52403
chr5,33800000,33900000,dome new,-0.353761
chr5,33900000,34000000,256-cell,0.231492
chr5,34000000,34100000,dome new,0.519513
chr5,34100000,34200000,1k-cell new,0.693336
chr5,34200000,34300000,non binding,0.641683
chr5,34300000,34400000,non binding,0.298119
chr5,34400000,34500000,non binding,0.0570163
chr5,34500000,34600000,1k-cell new,0.016025
chr5,34600000,34700000,dome new,0.08861489999999998
chr5,34700000,34800000,dome new,0.360348
chr5,34800000,34900000,non binding,0.7722680000000001
chr5,34900000,35000000,256-cell,1.27535
chr5,35000000,35100000,256-cell,1.8627200000000002
chr5,35100000,35200000,non binding,2.2173
chr5,35200000,35300000,256-cell,2.00066
chr5,35300000,35400000,256-cell,1.51586
chr5,35400000,35500000,1k-cell new,1.15865
chr5,35500000,35600000,dome new,1.01255
chr5,35600000,35700000,non binding,0.889338
chr5,35700000,35800000,1k-cell new,0.898597
chr5,35800000,35900000,non binding,1.04629
chr5,35900000,36000000,1k-cell new,1.04759
chr5,36000000,36100000,dome new,0.412947
chr5,36100000,36200000,1k-cell new,-0.386849
